Price,Screen Size,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand Name,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Average Battery Life (in hours),Hardware Platform,Rear Webcam Resolution,Power Source,Voltage,Memory Speed,California residents,Graphics Card Ram Size,National Stock Number,Package Dimensions,Audio-out Ports (#),Battery Type,Screen Resolution Width,Screen Resolution Height
89.98,10.1,1.3 GHz 5X86,1 GB SDRAM DDR3,16 GB,ARM Mali400-MP4,,,,,,SANNUO,,.,Android 6.0 Marshmallow,1.08 pounds,9.4 x 6.7 x 0.3 inches,9.4 x 6.7 x 0.35 inches,Blue,MTK,4.0,DDR3 SDRAM,128 GB,USB 2.0,,,1 Lithium Polymer batteries required. (included),3 years,PC,500 pixels,AC & Battery,,,,1 GB,,,,,1280,800
1049.99,15.6,4.5 GHz Intel Core i7,16 GB DDR4,1 TB Flash Memory Solid State,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,"802.11a/b/g/n/ac"","" Bluetooth",2.0,2.0,ASUS,VivoBook K571,K571GT-EB76,Windows 10 Home,4.7 pounds,14.1 x 9.8 x 0.9 inches,14.1 x 9.8 x 0.9 inches,,Intel,6.0,DDR4 SDRAM,256,Solid State,5400 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,,,4 GB,,,,,1920,1080
223.78,14.0,2.2 GHz Intel Core i5,8 GB DDR3,128 GB flash_memory_solid_state,,intel,integrated,"802.11abg"", 802.11a/b/g/n,"" 802.11a",,,HP,,LTKIT40728043273,Windows 10 Pro,3.4 pounds,13.3 x 0.8 x 9.3 inches,13.3 x 0.8 x 9.3 inches,,Intel,2.0,DDR3 SDRAM,128 GB,Solid State,,,1 Lithium ion batteries required.,,PC,,,,,,,,,,,1920,1080
279.88,14.0,2.1 GHz Intel Core i3,4 GB SDRAM,128 GB flash_memory_solid_state,Intel UHD Graphics 620,,Integrated,"802.11bgn"","" Bluetooth",,,HP,DQ0011DX,14-DQ0011DX,Windows 10,3.22 pounds,12.8 x 8.9 x 0.7 inches,12.76 x 8.86 x 0.71 inches,,Intel,2.0,DDR4 SDRAM,,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1366,768
399.99,14.0,1.6 GHz Intel Atom,8 GB,128 GB flash_memory_solid_state,Intel HD Graphics 505,Intel,,"802.11ac"","" 802.11abg",,,XIDU,PhilBook Max,XN141A,Windows 10,3 pounds,12.8 x 8.7 x 0.7 inches,12.79 x 8.66 x 0.65 inches,Space Gray,Intel,4.0,DDR3 SDRAM,128 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,DC,,,,,,,,,1920,1080
134.0,15.6,2.48 GHz Intel Celeron,4 GB DDR3,16 GB SSD,Intel HD Graphics 400,intel,Integrated,802.11ac,,,Acer,Acer CB3-532 Chromebook,,Chrome OS,2.65 pounds,14.9 x 10 x 0.9 inches,14.88 x 9.99 x 0.9 inches,Black,Intel,2.0,DDR3 SDRAM,16 GB,Serial ATA,,,1 Lithium Metal batteries required.,12 hours,PC,,,,,,,,,,,1366,768
476.27,15.6,3.1 GHz Intel Core i5,8 GB,256 GB flash_memory_solid_state,Intel HD,intel,Integrated,802.11ac,,,Dell,Dell Inspiron,,Windows 10,3 pounds,,,,Intel,1.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,19.5 x 13 x 3 inches,,,1920,1080
115.0,11.6,1.6 GHz Intel Celeron D,4 GB DDR3,16 GB flash_memory_solid_state,Intel HD Graphics 400,Intel,Integrated,802.11ac,2.0,2.0,Samsung,Samsung xe500c13-s02us,XE500C13-K03US,Chrome OS,2.54 pounds,11.4 x 8 x 0.7 inches,11.4 x 8 x 0.7 inches,Black,Intel,1.0,SODIMM,32.0,USB 3.0,23,DVD-ROM,1 Lithium Metal batteries required. (included),,PC,960 MP,,,,,20,,,,,1366,768
819.0,15.6,2.2 GHz Intel Core i7,8 GB,1 TB flash_memory_solid_state,NVIDIA GeForce GTX 1050 Ti,nvidia,dedicated,802.11ac,,,Dell,G5587,dell 5587,Windows 10,6.3 pounds,10.8 x 15.3 x 0.9 inches,10.79 x 15.28 x 0.94 inches,red,Intel,6.0,DDR4 SDRAM,128 GB,Solid State,5400 RPM,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1920,1080
767.8,15.6,1.8 GHz Intel Core i7,12 GB DDR,1256 GB Hybrid,Intel UHD Graphics 620,intel,Integrated,"802.11b/g"", 802.11bgn,"" 802.11b",,,HP,hp pavilion,hp pavilion,Windows 10,4.25 pounds,14.9 x 9.9 x 0.9 inches,14.88 x 9.93 x 0.89 inches,Mineral Silver,Intel,4.0,SDRAM,256 GB,Serial ATA,5400 RPM,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1920,1080
219.99,10.8,2.3 GHz,4 GB DDR3,128 GB,ARM Mali-T880 MP4,,,802.11g 54 Mbps,,,CHUWI,HI9 PLUS,HI9 PLUS,Android 8.0 Oreo,3.15 pounds,10.5 x 7 x 0.3 inches,10.47 x 6.97 x 0.32 inches,,,10.0,DDR3 SDRAM,64 GB,,,,1 Lithium ion batteries required. (included),10 hours,Android,8 MP,DC,,2.3 GHz,,4 GB,,,,,2560,1600
549.99,23.8,2.6 GHz AMD A Series,8 GB ddr4_sdram,1 TB HDD 5400 rpm,Radeon R4 Graphics,,,,,,Dell,Inspiron,3475,Windows 10,22.7 pounds,16.5 x 21.6 x 1.6 inches,16.46 x 21.61 x 1.63 inches,,AMD,2.0,DDR SDRAM,,Serial ATA,,,,,PC,,,,,,,,,,,1920,1080
529.0,15.6,1.6 GHz Core i5 8250U,8 GB,1128 GB Hybrid,Intel HD Graphics 620,intel,Integrated,802.11ac,,,HP,HP 15.6,bs168,Windows 10,2.65 pounds,15 x 10 x 0.9 inches,14.96 x 9.99 x 0.94 inches,,Intel,4.0,SDRAM,256 GB,Serial ATA,,,1 Lithium ion batteries required. (included),8 hours,PC,720 pixels,,,,,,,,,,1366,768
169.0,14.0,1.6 GHz 8032,4 GB A8,Flash Memory Solid State,Intel GMA 3150,hp,Integrated,"802.11b"", 802.11g,"" 802.11n",1.0,,HP,HP Stream,5MP90UA#ABA,Windows 10 S,3 pounds,8.9 x 13.3 x 0.7 inches,8.9 x 13.27 x 0.7 inches,Gray,Intel,2.0,,32.0,ATA-4,1,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,1600 MHz,,1,,,,,1366,768
649.99,15.6,4.2 GHz Intel Core i5,8 GB DDR4,512 GB Flash Memory Solid State,,NVIDIA,Dedicated,,1.0,3.0,Acer,A515-54G-53H6,A515-54G-53H6,Windows 10 Home,5.95 pounds,14.3 x 9.9 x 0.7 inches,14.31 x 9.86 x 0.71 inches,Silver,Intel,4.0,,512.00,Solid State,0.01 RPM,No Optical Drive,1 Lithium ion batteries required. (included),5 hours,,,,,,,,,,,,1920,1080
1999.99,15.6,2.6 GHz Intel Core i7,32 GB SO-DIMM,1 TB Flash Memory Solid State,,NVIDIA,Dedicated,,,4.0,MSI,P65 Creator-1084,P65 Creator-1084,Windows 10 Pro,8.55 pounds,15.1 x 10.2 x 0.7 inches,15.08 x 10.24 x 0.69 inches,,Intel,6.0,SODIMM,1.00,Solid State,1,No Optical Drive,,,,,,,,,,,,,,3840,2160
549.0,13.3,3.4 GHz 8032,8 GB,500 GB Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11ac,,3.0,Dell,i7370-5593SLV-PUS,i7370-5732SLV-PUS,Windows 10,3.08 pounds,8.5 x 12.1 x 0.6 inches,8.49 x 12.12 x 0.61 inches,Platinum Silver,Intel,4.0,,256.0,Solid State,,No Optical Drive,1 Lithium Metal batteries required.,,PC,,AC & Battery,,2133 MHz,,,,,,,1920,1080
169.0,14.0,1.1 GHz Celeron D 335,4 GB DDR,32 GB Embedded MultiMediaCard,,Intel,Dedicated,802.11ac,2.0,2.0,ASUS,C423NA,C423NA,Chrome OS,2.6 pounds,,,Silver,Intel,2.0,DDR4 SDRAM,16.00,SSA,40 RPM,BD-R,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,18.7 x 11.6 x 2.5 inches,,,1920,1080
435.0,15.6,2.5 GHz Intel Core i5,8 GB SDRAM,2 TB HDD 5400 rpm,Intel HD Graphics 620,Intel,Integrated,802.11ac,1.0,,HP,HP PAVILION 15.6 TOUCH I5,3AX49UA,Windows 10,5 pounds,15 x 10 x 1 inches,15 x 10 x 1 inches,Silver,Intel,2.0,DDR4 SDRAM,,ATA,5400.00,,1 Lithium Metal batteries required.,8 hours,PC,,AC & Battery,,2133 MHz,,,,,,,1366,768
207.0,11.6,1.1 GHz Pentium,4 GB DDR4,Hybrid Drive,,Intel,Integrated,"801.11ac"","" Bluetooth",1.0,1.0,Lenovo,Flex 11,81A70006US,Windows 10,2.75 pounds,11.6 x 8 x 0.7 inches,11.57 x 8.03 x 0.7 inches,Mineral Grey,Intel,1.0,SODIMM,64,Solid State,7200 RPM,No Optical Drive,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,,,1366,768
599.95,15.6,1.6 GHz Intel Core i5,12 GB SDRAM,256 GB SSD,Intel,Intel,Integrated,802.11bgn,,,HP,HP 15-inch Touchscreen 2-in-1 Laptop,15-DY0013DX,Windows 10 S,3.75 pounds,14.1 x 0.7 x 9.5 inches,14.1 x 0.71 x 9.53 inches,Silver,Intel,4.0,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Polymer batteries required. (included),12 hours,PC,,Battery,,,,,,,,,1366,768
674.99,15.6,,8 GB,mechanical_hard_drive,Intel UHD Graphics 620,intel,Integrated,"802.11b"","" 802.11g",,,HP,HP Pavilion,4AL57UA,Windows 10 Home,4.23 pounds,14.2 x 9.5 x 0.7 inches,14.24 x 9.51 x 0.7 inches,gold,Intel,4.0,DDR4 SDRAM,,,5400 RPM,,1 Lithium Polymer batteries required.,9 hours,,,,,2400 MHz,,,,,,,1920,1080
133.99,11.6,1.6 GHz Intel Celeron,4 GB DDR3,16 GB emmc,Intel HD Graphics 400,intel,Integrated,802.11ac,,,HP,Celeron N3060,11-V010WM,Chrome OS,2.5 pounds,11.3 x 8 x 0.7 inches,11.3 x 8 x 0.7 inches,"11""""-16GB",Intel,2.0,DDR3 SDRAM,16 GB,Solid State,,,1 Lithium Metal batteries required.,12.5 hours,PC,,,,,,,,,,,1366,768
299.99,15.6,2.3 GHz Intel Pentium 4,4 GB DDR3 SDRAM,500 GB mechanical_hard_drive,Intel HD Graphics,intel,integrated,"802.11b/g"", 802.11bgn,"" 802.11b",,,HP,,15-f272wm,Windows 10,5.5 pounds,21 x 12 x 3 inches,21 x 12 x 3 inches,red,Intel,4.0,DDR3 SDRAM,,,,,1 Lithium ion batteries required.,6 hours,PC,,,,,,,,,,,1920,1080
192.99,11.6,2.4 GHz Celeron N3350,4 GB LPDDR4,32 GB Flash Memory Solid State,,intel,Integrated,802.11g,,4.0,Acer,C732-C6WU,C732-C6WU,Chrome OS,2.78 pounds,11.9 x 8.2 x 0.8 inches,11.89 x 8.23 x 0.84 inches,Grey,Intel,2.0,DDR4 SDRAM,32,Solid State,0.01 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),8 hours,,,,,,,,,,,,1366,768
219.95,15.6,2.6 GHz AMD A Series,4 GB,1 TB mechanical_hard_drive,,amd,,"802.11b/g"", 802.11bgn,"" 802.11b",,,HP,HP,HP,Windows 10,6.61 pounds,,,Black,AMD,2.0,SDRAM,1 TB,Serial ATA,,,1 Lithium Polymer batteries required.,9 hours,PC,,,,,,,,22.4 x 13.4 x 2.9 inches,,,1920,1080
159.99,15.6,1.92 GHz Intel Atom,4 GB ddr_sdram,64 GB,Intel HD Graphics 400,,integrated,,,,SMALLRT,atom,,Windows 10 Professional,10.7 ounces,,,,Intel,4.0,DDR3 SDRAM,,USB,,,,,PC,,,,,,,,5 x 4.8 x 2.2 inches,,,1920,1080
596.0,13.5,2.5 GHz 1.2GHz Cortex A8 Processor,8 GB DDR,256 GB Flash Memory Solid State,Intel HD Graphics 620,intel,Integrated,"802.11b"", 802.11g,"" 802.11n",,,Microsoft,Intel,DAT-00001,Windows 10,5 pounds,20 x 9 x 3 inches,20 x 9 x 3 inches,Platinum,Intel,2.0,,256.00,Solid State,64 RPM,BD-R,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,2256,1504
1109.0,14.0,1.8 GHz Intel Core i7,16 GB,512 GB flash_memory_solid_state,Intel HD Graphics 620,intel,Integrated,802.11ac,,,Lenovo,Lenovo Thinkpad,20KG-0022US-cr,Windows 10,4.41 pounds,,,Black,Intel,4.0,DDR3 SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required.,15 hours,PC,,,,,,,,19.4 x 14.9 x 3.9 inches,,,1920,1080
1299.0,13.3,1.8 GHz Core i7 8550U,16 GB,512 GB flash_memory_solid_state,Intel UHD Graphics 620,intel,Integrated,802.11ac,,,Dell,XPS 9380,,Windows 10,5.4 pounds,12 x 8 x 0.5 inches,12 x 8 x 0.5 inches,,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,3840,2160
946.99,15.6,1.6 GHz Core i5 8250U,8 GB DDR4,256 GB Flash Memory Solid State,Intel HD Graphics 620,Intel,Integrated,801.11ac,,3.0,LG,LG gram,15Z990-U.AAS5U1,Windows 10 Home,2.4 pounds,14.1 x 9 x 0.7 inches,14.1 x 9 x 0.7 inches,Dark Silver,Intel,4.0,DDR4 SDRAM,8.00,Solid State,7200 RPM,No Optical Drive,1 Lithium ion batteries required. (included),5 hours,"PC"","" PC",,,,,,8 GB,,,,,1920,1080
124.0,7.0,1.3 GHz Tablet Processor,1.5 GB DDR3,8 GB,1.8,,Integrated,802.11abg,,,Samsung,iPad (5th generation),SM-T280NZWAXAR,AndroidTM 5.1 Lollipop,9.8 ounces,4.3 x 0.3 x 7.3 inches,4.27 x 0.34 x 7.35 inches,White,Samsung,1.0,,8 GB,,1 RPM,,1 Lithium Polymer batteries required. (included),5 hours,Android,,Battery,,,,,,,,,1280,720
414.6,15.6,2.1 GHz AMD R Series,8 GB DDR4,128 GB flash_memory_solid_state,AMD Radeon Vega 8,amd,integrated,802.11bgn,1.0,,HP,HP,HP 15,Windows 10,3.88 pounds,14.8 x 9.7 x 0.9 inches,14.8 x 9.7 x 0.9 inches,Silver,AMD,4.0,DDR4 SDRAM,128 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,,,,1366,768
199.99,10.1,2.2 GHz Intel Celeron,6 GB DDR4,128 GB Flash Memory Solid State,Intel HD Graphics 500,,Integrated,,,5.0,AWOW,AWOW Mini PC,AWOW Mini PC,Windows 10,2.03 pounds,,,,Intel,4.0,DDR DRAM,128.00,Serial ATA-600,150000 RPM,None,1 Lithium Metal batteries required. (included),,PC,,,,,,6 GB,,10 x 5.8 x 2.6 inches,,,1920,1080
93.98,10.1,1.3 GHz None,1 GB,32 GB flash_memory_solid_state,Intel,,,,,,Viking Pro,Viking Pro,,Android 5.0 Lollipop,1.15 pounds,10.2 x 6.5 x 0.4 inches,10.2 x 6.5 x 0.39 inches,Black,MediaTek,4.0,DDR SDRAM,32 GB,Solid State,,,1 Lithium Polymer batteries required.,8 hours,Android,2 MP,,,,,,,,,,1920,1080
129.95,11.6,1.1 GHz Intel Celeron,4 GB 4GB LPDDR3 SDRAM,32 GB,,,,"802.11a"","" 802.11bgn",,,NUVISION,Surface,Split 11,Windows 10 Home,1.7 pounds,11.6 x 0.6 x 7 inches,11.6 x 0.6 x 7 inches,Silver,Intel,2.0,DDR3 SDRAM,32 GB,,,,,8 hours,PC,5 MP,AC & Battery,,,,,,,,,1920,1080
1052.99,17.0,1.8 GHz Intel Core i7,16 GB,256 GB SSD,Intel UHD Graphics 620,Intel,,802.11ac,,,LG,"LG gram 17"""" Ultra-Lightweight Laptop",LG Gram 17,Windows 10,2.95 pounds,22 x 12 x 3 inches,22 x 12 x 3 inches,Gray,Intel,4.0,SDRAM,256 GB,Solid State,,,1 Lithium ion batteries required. (included),19.5 hours,PC,,,,,,,,,,,2560,1600
219.99,11.6,1.6 GHz Celeron N3060,4 GB SDRAM,emmc,intel,intel,Integrated,802.11ac,,,Dell,Dell 11 2 in 1 chromebook,dell chromebook 11 2 in 1,Chrome OS,2.2 pounds,11 x 8 x 0.8 inches,11 x 8 x 0.8 inches,Black,Intel,2.0,DDR3L-1600 SDRAM,32 GB,,,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,,,,1366,768
399.0,13.3,1.8 GHz Intel Core i5,4 GB DDR3,128 GB Solid State,Intel HD Graphics 4000,intel,integrated,802.11abg,2.0,,Apple,MD231ll/A,MD231LL/A,Mac OS X,2.96 pounds,8.9 x 12.8 x 0.7 inches,8.94 x 12.8 x 0.68 inches,,Intel,2.0,DDR3 SDRAM,128 GB,ATA,,,1 Lithium Polymer batteries required. (included),7 hours,Mac,,,,1600 MHz,,,,,,,1440,900
142.99,11.6,1.6 GHz Intel Celeron,4 GB DDR3,32 GB SSD,Intel HD Graphics,Intel,Integrated,"802.11b/g"", 802.11bgn,"" 802.11b",1.0,,HP,HPSTREAM11CR,HPSTREAM11CR,Windows 10,2.8 pounds,8.1 x 11.8 x 0.8 inches,8.1 x 11.8 x 0.78 inches,Blue,Intel,2.0,DDR3 SDRAM,32 GB,Serial ATA,,,1 Lithium Metal batteries required. (included),16 hours,PC,,,,,,,,,,,1366,768
749.0,15.6,1.6 GHz Intel Core i5,8 GB,256 GB Flash Memory Solid State,NVIDIA GeForce MX150,NVIDIA,Dedicated,802.11ac,1.0,3.0,Acer,Aspire E series,E5-576G-5762,Windows 10,5.27 pounds,15 x 10.2 x 1.2 inches,15.02 x 10.2 x 1.19 inches,Obsidian Black,Intel,4.0,DDR SDRAM,256.0,,,DVD-RW,1 Lithium ion batteries required. (included),15 hours,,,,,,,2 GB,,,,,1920,1080
627.9,15.6,1.6 GHz Intel Core i5,12 GB SDRAM,1 TB HDD 5400 rpm,Intel HD Graphics 620,Intel,Integrated,"802.11ac"","" Bluetooth",1.0,,Dell,Dell Inspiron 5000,Dell Inspiron 5000,Windows 10 Home,4.8 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,Silver,Intel,4.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,,,,1920,1080
349.99,11.6,2.6 GHz Intel Celeron,4 GB DDR4,32 GB Embedded MultiMediaCard,Intel UHD Graphics 600,Intel,Integrated,"802.11b/n/ac"","" Bluetooth",,1.0,ASUS,Asus Chromebook Flip C214,C214MA-YS02T,Chrome OS,2.6 pounds,11.5 x 7.8 x 0.8 inches,11.5 x 7.8 x 0.8 inches,,Intel,2.0,DDR4 SDRAM,32.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,,,,,,,4 GB,,,,,1366,768
229.97,14.1,1.92 GHz,4 GB DDR3,32 GB mechanical_hard_drive,Intel HD Graphics,intel,Integrated,802.11ac,,,Fusion5,T90B+ Pro 64GB,,Windows 10 Home,2.76 pounds,,,,Intel,4.0,DDR3 SDRAM,64 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,Windows,1.3 MP,,,,,,,13.6 x 9.4 x 2.2 inches,,,1920,1080
1381.99,15.6,4.5 GHz Core i7 Family,8 GB SDRAM,256 GB Flash Memory Solid State,,NVIDIA,Dedicated,,,,HP,OMEN by HP Laptop 15-dc1020nr,15-dc1020nr,Windows 10 Home,5.34 pounds,11 x 7 x 5 inches,11 x 7 x 5 inches,,Intel,6.0,DDR4 SDRAM,256.00,Serial ATA,0.01 RPM,No Optical Drive,1 Lithium ion batteries required. (included),,,,,,,,,,,,,1920,1080
349.0,12.3,core_m,4 GB,emmc,,intel,integrated,"802.11b"","" 802.11g",,,HP,HP Chromebook,3PH11UA,Chrome OS,3.06 pounds,11.5 x 8.3 x 0.3 inches,11.5 x 8.32 x 0.32 inches,White,Intel,2.0,,32,,,,1 CR5 batteries required.,,Chrome,,,,1600 MHz,,,,,,,1920,1080
1177.98,13.3,2.2 GHz Intel Core i7,16 GB DDR4,512 GB SSD,Intel HD,Intel,Integrated,"802.11ac"","" Bluetooth",,,HP,13T,13TGEMCUT,Windows 10,2.92 pounds,12.6 x 10.9 x 0.6 inches,12.6 x 10.94 x 0.6 inches,Dark Ash Silver,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,1 Lithium ion batteries required. (included),,PC,,AC & Battery,,,,,,,,,1920,1080
1069.0,15.6,1.8 GHz Intel Core i7,16 GB SDRAM,512 GB PCIe® NVMeTM M.2 SSD,NVIDIA GeForce MX150,,Dedicated,"802.11abg"", 802.11bgn,"" Bluetooth",,,HP,15-df0013dx,15-df0013dx,Windows 10,4.78 pounds,9.8 x 14.2 x 0.8 inches,9.84 x 14.2 x 0.8 inches,Dark Ash,Intel,4.0,DDR SDRAM,512 GB,Solid State,,,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,,,,,,,3840,2160
299.99,11.6,1.2 GHz Ryzen 5 2600H,6 GB DDR3,128 GB flash_memory_solid_state,N4000,,,"802.11b/g"", 802.11bgn,"" 802.11b",,,jumper,6spro,,Windows 10,4.8 pounds,11.8 x 7.3 x 0.4 inches,11.8 x 7.3 x 0.44 inches,EZpad 6s Pro 128G-wk,Intel,1.0,DDR3 SDRAM,64 GB,,,,,,PC,2 MP,,,,,,,,,,1920,1080
673.0,15.6,2.5 GHz Intel Core i5,8 GB DDR4,256 GB Flash Memory Solid State,NVIDIA GeForce GTX 1050 Ti,NVIDIA,Dedicated,Bluetooth,2.0,2.0,Acer,AN515-51-55WL,AN515-51-55WL,Windows 10,5.51 pounds,15.3 x 10.5 x 1.1 inches,15.35 x 10.47 x 1.05 inches,Shale Black,Intel,4.0,SDRAM,256.0,,,No Optical Drive,1 C batteries required. (included),8.5 hours,PC,,,,,,4000 GB,,,,,1920,1080
128.0,11.6,1.6 GHz Intel Celeron,4 GB,16 GB emmc,Intel HD Graphics 400,intel,Integrated,802.11ac,2.0,,Samsung,Samsung Chromebook,XE501C13-K02US,Chrome OS,2.65 pounds,11.4 x 8 x 0.7 inches,11.4 x 8 x 0.7 inches,Night Charcoal,Intel,1.0,DDR3 SDRAM,32 GB,Solid State,,,1 CR5 batteries required. (included),11 hours,PC,,,,,,,,,,,1920,1080
129.5,11.6,1.6 GHz Intel Mobile CPU,4 GB DDR3,32 GB SSD,Intel HD Graphics 400,intel,Integrated,Bluetooth,1.0,1.0,Samsung,XE500C13-K03US,603882167740,Chrome OS,2.43 pounds,11.4 x 8 x 0.7 inches,11.37 x 8.04 x 0.7 inches,Black,Intel,2.0,DDR4 SDRAM,32.00,Serial ATA,20 RPM,CD-ROM,1 Lithium Metal batteries required. (included),11 hours,PC,,AC & Battery,,1600 MHz,,32 GB,,,,,1366,768
279.0,15.6,2.4 GHz Intel Celeron,4 GB LPDDR4,32 GB Flash Memory Solid State,Intel HD Graphics 500,Intel,Integrated,802.11a/b/g/n/ac,,3.0,ASUS,ASUS Chromebook C523,C523NA-DH02,Chrome OS,3.1 pounds,14.1 x 9.8 x 0.6 inches,14.1 x 9.8 x 0.6 inches,,Intel,2.0,DDR4 SDRAM,32.00,eSATA,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,,,1366,768
328.88,15.6,2.4 GHz Intel Core i3,4 GB,1 TB HDD,Intel UHD Graphics 620,Intel,Integrated,802.11ac,,,HP,HP,HP,Windows 10,4.52 pounds,15 x 10 x 0.9 inches,15 x 10 x 0.9 inches,,Intel,2.0,DDR3 SDRAM,,Serial ATA,,,1 Lithium ion batteries required. (included),,PC,,,,,,,,,,,1366,768
308.98,15.6,2.7 GHz Pentium,4 GB,1 TB,Intel,intel,Integrated,802.11ac,,,HP,HPlaptops,4ND16UA,Windows 10,5.45 pounds,,,Black,Intel,1.0,DDR SDRAM,1 TB,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,19 x 12 x 3 inches,,,1920,1080
199.99,15.6,2.5 GHz Pentium N4200,4 GB DDR4,64 GB Embedded MultiMediaCard,Intel HD Graphics 500,Intel,Integrated,"802.11ac"","" Bluetooth",,4.0,ASUS,Asus Chromebook C523,C523NA-IH24T,Chrome OS,3.73 pounds,14.1 x 9.8 x 0.6 inches,14.1 x 9.8 x 0.6 inches,,Intel,4.0,DDR4 SDRAM,64.00,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),7 hours,PC,,,,,,4 GB,,,,,1920,1080
445.0,17.3,2 GHz Intel Core Solo,8 GB DDR4,1 TB HDD 5400 rpm,Intel HD Graphics 520,AMD,integrated,"802.11b"","" 802.11g",1.0,,HP,hp 15,1KV35UA,Windows 10,5.6 pounds,15.3 x 10.9 x 1 inches,15.34 x 10.94 x 0.97 inches,Turbo Silver,Intel,2.0,DDR4 SDRAM,,Serial ATA,5400 RPM,,1 Lithium Metal batteries required. (included),9 hours,PC,,AC & Battery,,2133 MHz,,,,,,,1600,900
917.8,14.0,1.6 GHz Intel Core i5,16 GB DDR4,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,"Bluetooth"","" 802.11ac",,,Lenovo,ThinkPad T480 Commercial Notebook PC,ThinkPad T480 Business Laptop,Windows 10 Pro,3.63 pounds,9.2 x 13.2 x 0.8 inches,9.15 x 13.25 x 0.79 inches,,Intel,4.0,DDR4 SDRAM,512 GB,Solid State,,,2 Lithium ion batteries required. (included),,PC,,AC & Battery,,2133 MHz,,24 GB,,,,,1366,768
600.0,15.6,3.6 GHz Intel Core i7,8 GB DDR,1 TB HDD 5400 rpm,NVIDIA GeForce GTX 1050,nvidia,Dedicated,802.11ac,8.0,8.0,Dell,Dell Inspiron,Dell Inspiron i7567,Windows 10,5.78 pounds,10.8 x 15.2 x 1 inches,10.8 x 15.2 x 1 inches,Black,Intel,4.0,DDR4 SDRAM,8.00,Serial ATA,5400 RPM,DVD-ROM,1 Lithium Polymer batteries required. (included),,PC,,AC & Battery,,,Click here for Proposition 65 warning,8,,,,,1920,1080
403.64,15.6,1.6 GHz Cortex,8 GB A8,256 GB Flash Memory Solid State,,intel,integrated,802.11ac,1.0,1.0,Dell,Dell Inspiron,i3583-5763BLK-PUS,Windows 10,11.4 ounces,10.2 x 15 x 0.8 inches,10.2 x 15 x 0.79 inches,,Intel,4.0,DDR4 SDRAM,256.00,Solid State,5400 RPM,BD-R,1 Lithium Metal batteries required. (included),,PC,,,,,,1,,,,,1920,1080
999.99,13.3,3.1 GHz Intel Core i5,8 GB,256 GB flash_memory_solid_state,NVIDIA GeForce 320M,intel,,"802.11b"", 802.11g,"" 802.11n",,,Apple,MacBook Pro,MPXV2LL/A,macOS 10.12 Sierra,2.2 pounds,3.8 x 14.5 x 10.4 inches,3.8 x 14.5 x 10.4 inches,Space Gray,Intel,1.0,DDR3 SDRAM,256 GB,,,,1 Lithium ion batteries required.,,Mac,,,,2133 GHz,Click here for Proposition 65 warning,,,,,,1920,1080
