Price,Backlit Keyboard,Screen Size,Touch Screen,Storage Type,System Memory (RAM),Graphics,Processor Speed (Base),Processor Model,Processor Model Number,Operating System,Battery Type,Product Name,Brand,Model Number,Color Category,Feature__Backlit Keyboard,Display__Screen Size,Screen Resolution,Display__Touch Screen,Display Type,Storage__Storage Type,Memory__System Memory (RAM),Type of Memory (RAM),Graphics__Graphics,Graphics Type,Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Built-In Webcam,Optical Drive Type,Power__Battery Type,Product Height,Product Width,Product Depth,ENERGY STAR Certified,EPEAT Qualified,Manufacturer's Warranty - Parts,Manufacturer's Warranty - Labor,UPC
269.99,False,14 inches,True,eMMC,4 gigabytes,Other,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,Lithium-ion,"Stream 14"" Touch-Screen Laptop - AMD A4-Series - 4GB Memory - AMD Radeon R3 - 64GB eMMC Flash Memory",HP,S14-DS0120NR,Pink,False,14 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,eMMC,4 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,1.5 gigahertz,AMD A4,A4-9120e,Windows 10 Home in S mode,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,True,False,1 year,1 year,193905104291
349.99,False,15.6 inches,False,HDD,12 gigabytes,Other,1.8 gigahertz,AMD A9,A9-9420e,Windows 10 Home,Lithium-polymer,"Aspire 3 15.6"" Gaming Laptop - AMD A9-Series - 12GB Memory - AMD Radeon R5 - 1TB Hard Drive",Acer,A3152190LC,Black,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,HDD,12 gigabytes,DDR4 SDRAM,Other,Integrated,AMD,1.8 gigahertz,AMD A9,A9-9420e,Windows 10 Home,True,None,Lithium-polymer,0.9 inches,15 inches,10.2 inches,False,False,1 year,1 year,193199075475
252.11,False,11.6 inches,False,eMMC,4 gigabytes,Intel HD Graphics 400,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Lithium-ion,"11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Acer,NX.GM8AA.006,Gray,False,11.6 inches,1366 x 768 (HD),False,LED-LCD,eMMC,4 gigabytes,LPDDR3,Intel HD Graphics 400,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,True,None,Lithium-ion,0.9 inches,11.7 inches,8.3 inches,True,True,1 Year,1 Year,193199021922
999.99,True,15.6 inches,False,"HDD, SSD",16 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.3 gigahertz,AMD 2nd Generation Ryzen 7,R7-3750H,Windows 10 Home,Lithium-ion,"TUF FX505 15.6"" Gaming Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 1TB HDD + 256GB SSD",ASUS,TUF505DUEB74,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,"HDD, SSD",16 gigabytes,DDR4,NVIDIA GeForce GTX 1660 Ti,"Discrete, Integrated",AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,R7-3750H,Windows 10 Home,True,None,Lithium-ion,1.02 inches,14.2 inches,10.3 inches,False,False,1 Year,1 Year,192876313688
549.99,True,15.4 inches,False,HDD,4 gigabytes,AMD Radeon,2 gigahertz,Intel 2nd Generation Core i7,Not Available,Mac OS,Lithium-polymer,"MacBook Pro 15.4"" Laptop - Intel Core i7 - 4GB Memory - 128GB Hard Drive - Pre-Owned",Apple,MC721LL/A,Silver,True,15.4 inches,1440 x 900 (WXGA+),False,Widescreen LED,HDD,4 gigabytes,DDR3 SDRAM,AMD Radeon,Discrete,Intel,2 gigahertz,Intel 2nd Generation Core i7,Not Available,Mac OS,True,"CD-R, CD-RW, DVD+R, DVD+R DL, DVD+RW, DVD+RW DL, DVD-R, DVD-R DL, DVD-RW",Lithium-polymer,0.95 inches,14.32 inches,9.82 inches,True,True,Not Available,Not Available,643907573521
769.99,True,15.6 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion,"Inspiron 15.6"" Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Dell,I5584-7851SLV-PUS,Silver,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion,0.9 inches,14.3 inches,9.8 inches,True,False,1 year,1 year,884116314851
1599.99,True,13.3 inches,True,SSD,16 gigabytes,Other,1.5 gigahertz,Intel 8th Generation Core i7,i7-8500Y,Windows 10 Home,Lithium-polymer,"Spectre Folio Leather 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",HP,13-AK0023DX,Brown,True,13.3 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,Other,Integrated,Intel,1.5 gigahertz,Intel 8th Generation Core i7,i7-8500Y,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,12.6 inches,9.2 inches,True,False,1 year,1 year,193424936298
177.0,False,15.6 inches,False,eMMC,2 gigabytes,Intel HD Graphics,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Lithium-polymer,"15.6"" Refurbished Chromebook - Intel Celeron - 2GB Memory - 16GB eMMC Flash Memory",Acer,NX.GHJAA.007,Gray,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,2 gigabytes,LPDDR3,Intel HD Graphics,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,True,None,Lithium-polymer,1 inches,15.1 inches,10.1 inches,False,False,90 days,90 days,841631122903
599.99,True,13.3 inches,False,SSD,4 gigabytes,Intel HD Graphics 4000,1.8 gigahertz,Intel 3rd Generation Core i5,i5-3427U,Mac OS,Lithium-polymer,"MacBook Air 13.3"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 256GB Solid State Drive",Apple,MD232LL/A,Silver,True,13.3 inches,1440 x 900 (WXGA+),False,Full HD Widescreen LED,SSD,4 gigabytes,DDR3L SDRAM,Intel HD Graphics 4000,Integrated,Intel,1.8 gigahertz,Intel 3rd Generation Core i5,i5-3427U,Mac OS,True,None,Lithium-polymer,0.7 inches,12.8 inches,8.9 inches,True,False,90 Days,90 Days,604714513773
549.99,True,13.3 inches,False,SSD,16 gigabytes,Intel HD Graphics 4000,2.3 gigahertz,Intel 2nd Generation Core i5,i5-2415M,Mac OS,Lithium-polymer,"MacBook Pro 13.3"" Laptop - Intel Core i5 - 16GB Memory - 500GB SSD - Pre-Owned",Apple,MC700LL/A-16GB-500SSD,Silver,True,13.3 inches,1280 x 800 (WXGA),False,Widescreen LED,SSD,16 gigabytes,DDR3L SDRAM,Intel HD Graphics 4000,Integrated,Intel,2.3 gigahertz,Intel 2nd Generation Core i5,i5-2415M,Mac OS,True,DVD+RW DL,Lithium-polymer,0.9 inches,12.8 inches,8.9 inches,True,False,Not Available,Not Available,740844197831
1049.95,True,15.4 inches,False,SSD,16 gigabytes,NVIDIA GeForce GT 750M,2.3 gigahertz,Intel 4th Generation Core i7,i7-4850HQ,Mac OS,Lithium-polymer,"15.4"" Refurbished Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GT 750M - 512GB Solid State Drive",Apple,ME294LL/A,Silver,True,15.4 inches,2880 x 1800 (Retina),False,Widescreen LED,SSD,16 gigabytes,DDR3L SDRAM,NVIDIA GeForce GT 750M,Discrete,Intel,2.3 gigahertz,Intel 4th Generation Core i7,i7-4850HQ,Mac OS,True,None,Lithium-polymer,0.7 inches,14.1 inches,9.7 inches,True,False,90 Days,90 Days,604714513742
1299.99,True,13.3 inches,False,SSD,16 gigabytes,NVIDIA GeForce MX150,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-ion polymer,"Blade Stealth 13.3"" Laptop - Intel Core i7- 16GB Memory - NVIDIA GeForce MX150 - 256GB Solid State Drive",Razer,RZ09-02812E71-R3U1,Black,True,13.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,NVIDIA GeForce MX150,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-ion polymer,0.58 inches,8.27 inches,11.9 inches,False,False,1 Year,1 Year,811254028654
1199.99,True,14 inches,True,SSD,16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Lithium-ion,"2-in-1 14"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce MX150 - 512GB Solid State Drive",ASUS,UX461FNDH74T,Gray,True,14 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,16 gigabytes,LPDDR3,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,True,None,Lithium-ion,0.5 inches,12.9 inches,8.9 inches,False,False,1 year,1 year,192876183113
549.99,True,11.6 inches,False,SSD,4 gigabytes,Intel HD Graphics 5000,1.3 gigahertz,Intel 4th Generation Core i5,,Mac OS,Lithium-polymer,"MacBook Air 11.6"" Refurbished Laptop - Intel Core i5 - 4GB Memory - 128GB Flash Storage",Apple,MD711LL/A,Silver,True,11.6 inches,1366 x 768 (HD),False,Widescreen LED,SSD,4 gigabytes,LPDDR3,Intel HD Graphics 5000,Integrated,Intel,1.3 gigahertz,Intel 4th Generation Core i5,,Mac OS,True,"DVD+RW DL, DVD-RW",Lithium-polymer,0.7 inches,11.8 inches,7.6 inches,True,True,90 days,90 days,657597276372
118.99,False,11.6 inches,False,eMMC,2 gigabytes,Intel HD Graphics,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Lithium-ion,"11.6"" Refurbished Chromebook - Intel Celeron - 2GB Memory - 16GB eMMC Flash Memory",Acer,NX.G4XAA.001,White,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,2 gigabytes,DDR3L SDRAM,Intel HD Graphics,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,True,None,Lithium-ion,0.7 inches,11.6 inches,8 inches,False,False,90 days,90 days,841631126260
24.96,False,12.2 inches,True,eMMC,4 gigabytes,Intel HD Graphics 615,1.5 gigahertz,Intel Celeron,3965Y,Chrome OS,Lithium-ion,"Plus 2-in-1 12.2"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Samsung,XE525QBB-K01US,Silver,False,12.2 inches,1920 x 1200 (WUXGA),True,Full HD Widescreen LED,eMMC,4 gigabytes,LPDDR3,Intel HD Graphics 615,Integrated,Intel,1.5 gigahertz,Intel Celeron,3965Y,Chrome OS,True,None,Lithium-ion,0.6 inches,11.3 inches,8.2 inches,True,True,1 year,1 year,887276294667
298.99,False,11.6 inches,False,eMMC,4 gigabytes,Other,1.1 gigahertz,Intel Pentium,N5000,Windows 10 Home,Lithium-polymer,"Spin 1 2-in-1 11.6"" Laptop - Intel Pentium Silver - 4GB Memory - 64GB eMMC Flash Memory",Acer,SP11133P4VC,Black,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,4 gigabytes,Not provided,Other,Integrated,Intel,1.1 gigahertz,Intel Pentium,N5000,Windows 10 Home,True,None,Lithium-polymer,0.9 inches,11.5 inches,8 inches,False,False,1 year,1 year,191114869772
568.99,False,15.6 inches,False,SSD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"Pavilion 15.6"" Laptop - AMD Ryzen 5 - 8GB Memory - 256GB SSD",HP,15-CW1076NR,Silver,False,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.2 inches,9.7 inches,True,False,1 year,1 year,193905892655
499.99,True,13.3 inches,False,HDD,2 gigabytes,Intel HD Graphics 3000,1.6 gigahertz,Intel 2nd Generation Core i5,,Mac OS,Lithium-polymer,"MacBook Air 13.3"" Laptop - Intel Core i5 - 2GB Memory - 64GB Hard Drive - Pre-Owned",Apple,MD508LL/A,Silver,True,13.3 inches,1440 x 900 (WXGA+),False,Full HD Widescreen LED,HDD,2 gigabytes,DDR3 SDRAM,Intel HD Graphics 3000,Integrated,Intel,1.6 gigahertz,Intel 2nd Generation Core i5,,Mac OS,True,None,Lithium-polymer,0.7 inches,12.8 inches,8.9 inches,True,False,Not Available,Not Available,643907578021
279.99,False,14 inches,False,eMMC,4 gigabytes,AMD Radeon R4,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,Lithium-ion,"14"" Chromebook - AMD A4-Series - 4GB Memory - AMD Radeon R4 - 32GB eMMC Flash Memory",HP,NAE-HP-CB14-DB0080NR,Blue,False,14 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,AMD Radeon R4,Integrated,AMD,1.6 gigahertz,AMD A4,A4-9120C,Chrome OS,True,None,Lithium-ion,0.7 inches,13.3 inches,8.9 inches,True,False,1 year,1 year,193424757404
609.99,True,15.6 inches,False,SSD,8 gigabytes,NVIDIA GeForce GTX 1050,2 gigahertz,AMD 2nd Generation Ryzen 5,2500U,Windows 10 Home,Lithium-ion,"VivoBook 15 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 256GB Solid State Drive",ASUS,K570ZDES55,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050,Discrete,AMD,2 gigahertz,AMD 2nd Generation Ryzen 5,2500U,Windows 10 Home,True,None,Lithium-ion,0.9 inches,14.7 inches,10.1 inches,False,False,1 year,1 year,192876340387
239.99,False,15.6 inches,False,eMMC,4 gigabytes,Intel HD Graphics,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Lithium-polymer,"15.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",Acer,CB3532C4ZZ,Gray,False,15.6 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,4 gigabytes,LPDDR3,Intel HD Graphics,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,True,None,Lithium-polymer,1 inches,15.1 inches,10.1 inches,False,False,1 year,1 year,191114479056
249.99,False,11.6 inches,False,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,Lithium-ion,"11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory",Dell,9V222,Black,False,11.6 inches,1366 x 768 (HD),False,LCD,eMMC,4 gigabytes,LPDDR4,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Chrome OS,True,,Lithium-ion,0.82 inches,12 inches,8.19 inches,True,True,1 Year,1 Year,884116298878
159.99,False,11.6 inches,False,eMMC,4 gigabytes,Intel HD Graphics 500,1.1 gigahertz,Intel Celeron,N3350,Chrome OS,Lithium-polymer,"11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",ASUS,C223NADH02RD,Red,False,11.6 inches,1366 x 768 (HD),False,Widescreen LED,eMMC,4 gigabytes,Not provided,Intel HD Graphics 500,Integrated,Intel,1.1 gigahertz,Intel Celeron,N3350,Chrome OS,True,None,Lithium-polymer,0.7 inches,11.3 inches,7.8 inches,True,False,1 year,1 year,192876083291
580.99,True,15.6 inches,True,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,Lithium-ion,"Yoga 730 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,81CU000BUS,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8250U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.2 inches,9.8 inches,False,False,1 year,1 year,192330530286
293.99,False,14 inches,False,HDD,8 gigabytes,Intel HD Graphics,2.6 gigahertz,Intel 3rd Generation Core i5,i5-2520M,Windows 10 Home,Lithium-ion,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 250GB Hard Drive",HP,8470PI525825010,Silver,False,14 inches,1366 x 768 (HD),False,LED,HDD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.6 gigahertz,Intel 3rd Generation Core i5,i5-2520M,Windows 10 Home,False,,Lithium-ion,,,,False,False,18 months,18 months,812177027748
1329.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1050 Ti,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 512GB Solid State Drive",MSI,PS63 MODERN-008,Gray,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,True,None,Lithium-polymer,0.6 inches,14.1 inches,9.2 inches,False,False,1 year,1 year,824142175835
849.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA GeForce GTX 1650,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Nitro 7 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive",Acer,AN71551752B,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.9 inches,15.9 inches,11 inches,False,False,1 year,1 year,193199198174
537.99,False,14 inches,False,HDD,12 gigabytes,Intel HD Graphics,2.6 gigahertz,Intel 5th Generation Core i7,i7-5600U,Windows 10 Pro,Lithium-ion,"ThinkPad 14"" Refurbished Laptop - Intel Core i7 - 12GB Memory - 1TB Hard Drive",Lenovo,T450S-31232,Black,False,14 inches,1600 x 900 (HD+),False,Widescreen LED,HDD,12 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.6 gigahertz,Intel 5th Generation Core i7,i7-5600U,Windows 10 Pro,True,None,Lithium-ion,0.8 inches,13.1 inches,8.9 inches,True,False,1 year,1 year,825633456143
2029.99,True,15.6 inches,False,SSD,16 gigabytes,NVIDIA Quadro T2000,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"ThinkPad P53 15.6"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Lenovo,20QN001QUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,LCD,SSD,16 gigabytes,DDR4,NVIDIA Quadro T2000,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,True,None,Lithium-ion,1.16 inches,14.9 inches,9.93 inches,True,True,3 Year,3 Year,193638130314
743.99,True,15.6 inches,True,SSD,8 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,Lithium-ion,"Yoga 730 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Lenovo,81CU0009US,Black,True,15.6 inches,1920 x 1080 (Full HD),True,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8550U,Windows 10 Home,True,None,Lithium-ion,0.7 inches,14.2 inches,9.8 inches,False,False,1 year,1 year,192330486286
899.99,True,15.4 inches,True,SSD,8 gigabytes,Intel Iris Pro graphics 5200,2 gigahertz,Intel 4th Generation Core i7,i7-4750HQ,Mac OS X 10.9 Mavericks,Lithium-polymer,"Macbook Pro® 15.4"" Pre-owned Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Apple,ME293LL/A,Silver,True,15.4 inches,2880 x 1800 (Retina),True,LED-LCD,SSD,8 gigabytes,DDR3L,Intel Iris Pro graphics 5200,Integrated,Intel,2 gigahertz,Intel 4th Generation Core i7,i7-4750HQ,Mac OS X 10.9 Mavericks,True,None,Lithium-polymer,0.71 inches,14.13 inches,9.73 inches,True,True,90 Days,90 Days,643907577987
529.99,False,15.6 inches,True,HDD,8 gigabytes,AMD Radeon Vega 8,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,Lithium-ion,"IdeaPad L340-15API Touch 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 1TB HDD",Lenovo,81LX0001US,Gray,False,15.6 inches,1366 x 768 (HD),True,Touchscreen Widescreen LED-LCD,HDD,8 gigabytes,DDR4 SDRAM,AMD Radeon Vega 8,Integrated,AMD,2.1 gigahertz,AMD 2nd Generation Ryzen 5,3500U,Windows 10 Home,True,DVD-RW,Lithium-ion,0.9 inches,14.3 inches,10 inches,True,False,1 year,1 year,193386280705
3299.99,True,15.6 inches,True,SSD,16 gigabytes,NVIDIA GeForce RTX 2080 Max-Q,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"Blade 15.6"" 4K Ultra HD Touch-Screen Gaming Laptop - Intel Core i7 - 16GB - NVIDIA GeForce RTX 2080 Max-Q - 512GB SSD",Razer,RZ09-03018E52-R3U1,Black,True,15.6 inches,3840 x 2160 (4K),True,Widescreen,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080 Max-Q,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-ion,0.7 inches,13.98 inches,9.25 inches,False,False,1 year,1 year,811659033055
3999.99,True,15.6 inches,False,SSD,32 gigabytes,Other,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Blade Studio Edition 15.6"" 4K Ultra HD Laptop - Intel Core i7 - 32GB Memory - 1TB SSD",Razer,RZ09-03135EM3-R3U1,White,True,15.6 inches,3840 x 2160 (4K),False,Widescreen,SSD,32 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-polymer,0.7 inches,14 inches,9.3 inches,False,False,1 year,1 year,811659035370
928.99,False,17.3 inches,False,"SSD, HDD",16 gigabytes,Other,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,Lithium-ion,"Inspiron 17.3"" Laptop - Intel Core i7 - 16GB Memory - 2TB Hard Drive + 256GB Solid State Drive",Dell,I3780-7780BLK-PUS,Black,False,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,True,DVD-RW,Lithium-ion,1 inches,16.4 inches,11 inches,False,False,1 year,1 year,884116315780
2699.99,True,17.3 inches,False,SSD,32 gigabytes,NVIDIA GeForce RTX 2070,2.3 gigahertz,Intel 8th Generation Core i9,i9-9880H,Windows 10 Home,Lithium-ion,"17.3"" Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 2070 - 1TB Solid State Drive",MSI,GE75 RAIDER-653,Black,True,17.3 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.3 gigahertz,Intel 8th Generation Core i9,i9-9880H,Windows 10 Home,True,None,Lithium-ion,1.1 inches,15.6 inches,10.6 inches,False,False,1 year,1 year,824142185254
579.99,True,13.3 inches,False,SSD,16 gigabytes,Intel HD Graphics 4000,2.4 gigahertz,Intel 3rd Generation Core i5,i5-3210M,Mac OS,Lithium-polymer,"MacBook Pro 13.3"" Laptop - Intel Core i5 - 16GB Memory - 500GB SSD - Pre-Owned",Apple,MD313LL/A-16GB-500SSD,Silver,True,13.3 inches,1280 x 800 (WXGA),False,Widescreen LED,SSD,16 gigabytes,DDR3L SDRAM,Intel HD Graphics 4000,Integrated,Intel,2.4 gigahertz,Intel 3rd Generation Core i5,i5-3210M,Mac OS,True,DVD+RW DL,Lithium-polymer,0.9 inches,12.8 inches,8.9 inches,True,False,Not Available,Not Available,740844197800
1279.99,True,15.6 inches,False,SSD,16 gigabytes,Other,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"Legion Y540 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1660 Ti - 256GB Solid State Drive",Lenovo,81SX000SUS,Black,True,15.6 inches,1920 x 1080 (Full HD),False,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,True,None,Lithium-ion,1 inches,14.2 inches,10.5 inches,False,False,1 year,1 year,193386365433
1399.99,True,14 inches,False,SSD,8 gigabytes,Intel UHD Graphics 620,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Carbon 14"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Lenovo,20QD000BUS,Black,True,14 inches,1920 x 1080 (Full HD),False,LCD,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Pro,True,None,Lithium-ion,0.59 inches,12.7 inches,8.54 inches,True,True,3 Years,3 Years,193386815105
328.99,False,14 inches,False,HDD,8 gigabytes,Intel HD Graphics,2.6 gigahertz,Intel 4th Generation Core i5,i5-4300M,Windows 10 Home,Lithium-ion,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive",Dell,E6440-31208,Silver,False,14 inches,1366 x 768 (HD),False,Widescreen LED,HDD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.6 gigahertz,Intel 4th Generation Core i5,i5-4300M,Windows 10 Home,False,DVD-RW,Lithium-ion,1.3 inches,13.3 inches,9.2 inches,True,False,1 year,1 year,825633455900
264.99,False,14 inches,False,SSD,8 gigabytes,None,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Pro,Lithium-ion,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 128GB Solid State Drive",Dell,E5440.8.128.PRO,Black,False,14 inches,1366 x 768 (HD),False,Widescreen LED,SSD,8 gigabytes,Not provided,None,None,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Pro,False,None,Lithium-ion,1.3 inches,13.3 inches,9.3 inches,False,False,18 months,18 months,841631122422
