Price__Price,Key Specs__Backlit Keyboard,Key Specs__Screen Size,Key Specs__Touch Screen,Key Specs__Storage Type,Key Specs__System Memory (RAM),Key Specs__Graphics,Key Specs__Processor Speed (Base),Key Specs__Processor Model,Key Specs__Processor Model Number,Key Specs__Operating System,Key Specs__Battery Type,General__Product Name,General__Brand,General__Model Number,General__Color Category,Feature__Backlit Keyboard,Display__Screen Size,Display__Screen Resolution,Display__Touch Screen,Display__Display Type,Storage__Storage Type,Memory__System Memory (RAM),Memory__Type of Memory (RAM),Graphics__Graphics,Graphics__Graphics Type,Processor__Processor Brand,Processor__Processor Speed (Base),Processor__Processor Model,Processor__Processor Model Number,Compatibility__Operating System,Included__Built-In Webcam,Included__Optical Drive Type,Power__Battery Type,Dimension__Product Height,Dimension__Product Width,Dimension__Product Depth,Certifications & Listings__ENERGY STAR Certified,Certifications & Listings__EPEAT Qualified,Warranty__Manufacturer's Warranty - Parts,Warranty__Manufacturer's Warranty - Labor,Other__UPC
212999,Yes,14 inches,No,SSD,16 gigabytes,Intel UHD Graphics 620,1.9 gigahertz,Intel 8th Generation Core i7,i7-8665U,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Carbon 14"" QHD Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Lenovo,20QD0007US,Black,Yes,14 inches,2560 x 1440 (QHD),No,LCD,SSD,16 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.9 gigahertz,Intel 8th Generation Core i7,i7-8665U,Windows 10 Pro,Yes,None,Lithium-ion,0.59 inches,12.7 inches,8.54 inches,Yes,Yes,3 Years,3 Years,193386812494
33999,No,15.6 inches,No,HDD,8 gigabytes,Intel HD Graphics 4400,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10,Lithium-ion,"Latitude 15.6"" Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Pre-Owned",Dell,E5540-1560,Black,No,15.6 inches,1366 x 768 (HD),No,Widescreen LED,HDD,8 gigabytes,DDR3L SDRAM,Intel HD Graphics 4400,Integrated,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10,No,DVD-RW,Lithium-ion,1.2 inches,14.9 inches,9.9 inches,Yes,No,Not Available,Not Available,825633415454
76899,Yes,15.6 inches,No,SSD,8 gigabytes,NVIDIA GeForce MX250,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Lithium-ion,"VivoBook S15 15.6"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",ASUS,S512FLPB52,Silver,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce MX250,Discrete,Intel,1.6 gigahertz,Intel 8th Generation Core i5,i5-8265U,Windows 10 Home,Yes,None,Lithium-ion,0.8 inches,14.1 inches,9.1 inches,Yes,No,1 year,1 year,192876370896
109999,Yes,15.6 inches,No,SSD,8 gigabytes,NVIDIA GeForce GTX 1660 Ti,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1660 Ti - 256GB Solid State Drive",HP,PV15-DK0030NR,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1660 Ti,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Yes,None,Lithium-ion,0.9 inches,14.2 inches,10.1 inches,Yes,No,1 year,1 year,193808706578
74999,Yes,14 inches,Yes,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Lithium-ion,"Flex 14IML 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD",Lenovo,81XG0000US,Black,Yes,14 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Home,Yes,None,Lithium-ion,0.7 inches,12.9 inches,9 inches,No,No,1 year,1 year,193638425847
96999,Yes,15.6 inches,Yes,SSD,8 gigabytes,Other,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Lithium-ion,"Flex 15IML 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB SSD",Lenovo,81XH0000US,Black,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.8 gigahertz,Intel 10th Generation Core i7,i7-10510U,Windows 10 Home,Yes,None,Lithium-ion,0.8 inches,14.3 inches,9.8 inches,Yes,No,1 year,1 year,193638425939
99999,Yes,15.6 inches,No,"SSD, HDD",8 gigabytes,NVIDIA GeForce GTX 1650,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - AMD Ryzen 7 - 8GB Memory - NVIDIA GeForce GTX 1650 - 1TB Hard Drive + 256GB Solid State Drive",ASUS,TUF505DTRB73,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,AMD,2.3 gigahertz,AMD 2nd Generation Ryzen 7,3750H,Windows 10 Home,Yes,None,Lithium-ion,1 inches,14.2 inches,10.3 inches,No,No,1 year,1 year,192876341612
352008,Yes,17.3 inches,No,SSD,16 gigabytes,AMD Radeon Pro WX 4150,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro,Lithium-ion,"Precision 17.3"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Dell,PRM7730R7WMT,Black,Yes,17.3 inches,1920 x 1080 (Full HD),No,LCD,SSD,16 gigabytes,DDR4 SDRAM,AMD Radeon Pro WX 4150,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro,Yes,None,Lithium-ion,1.2 inches,16.3 inches,10.8 inches,Yes,No,3 Years,3 Years,884116320166
269999,Yes,15.6 inches,No,SSD,32 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Triton 500 15.6"" Gaming Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 2080 - 1TB Solid State Drive",Acer,PT5155173Z5,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Yes,None,Lithium-polymer,0.7 inches,14.1 inches,10 inches,No,No,1 year,1 year,193199307682
199999,Yes,15.6 inches,No,SSD,16 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 512GB Solid State Drive",ASUS,G531GWXB74,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,No,None,Lithium-ion,1 inches,14.2 inches,10.8 inches,No,No,1 year,1 year,192876332726
239999,Yes,17.3 inches,No,SSD,32 gigabytes,Other,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-ion,"WE75 9TK 17.3"" Laptop - Intel Core i7 - 32GB Memory - 512GB Solid State Drive",MSI,WE75 9TK-654,Black,Yes,17.3 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,32 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Yes,None,Lithium-ion,1.1 inches,15.6 inches,10.6 inches,Yes,No,3 years,3 years,824142185308
31699,No,14 inches,No,HDD,8 gigabytes,,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Home,Other,"ThinkPad 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 320GB Hard Drive",Lenovo,T440-30257-REFURBISHED,Black,No,14 inches,1366 x 768 (HD),No,Widescreen LED,HDD,8 gigabytes,DDR3L SDRAM,,Integrated,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Home,No,None,Other,0.82 inches,13.34 inches,9.15 inches,Yes,Yes,1 Year,1 Year,825633408029
99999,Yes,15.6 inches,No,SSD,8 gigabytes,NVIDIA GeForce GTX 1650,,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Lithium-ion,"GF63 9SC 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive",MSI,GF63 THIN 9SC-652,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,Intel,,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Yes,None,Lithium-ion,0.9 inches,14.1 inches,10 inches,No,No,1 year,1 year,824142194065
77599,Yes,15.6 inches,No,"SSD, HDD",8 gigabytes,NVIDIA GeForce GTX 1650,2.4 gigahertz,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Lithium-ion,"15.6"" Refurbished Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 1TB HDD + 128GB SSD",Acer,NH.Q5UAA.001,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1650,Discrete,Intel,2.4 gigahertz,Intel 9th Generation Core i5,i5-9300H,Windows 10 Home,Yes,None,Lithium-ion,1.1 inches,14.3 inches,10 inches,No,No,90 days,90 days,841631132919
319999,Yes,17.3 inches,No,SSD,16 gigabytes,NVIDIA GeForce RTX 2070,2.6 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Home,Lithium-polymer,"AERO 17.3"" 4K Ultra HD Laptop - Intel Core i9 - 16GB Memory - NVIDIA GeForce RTX 2070 - 512GB SSD",GIGABYTE,AERO 17 HDR XA-9US4130SQ,Black,Yes,17.3 inches,3840 x 2160 (4K),No,Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2070,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i9,i9-9980HK,Windows 10 Home,Yes,None,Lithium-polymer,0.8 inches,15.6 inches,10.6 inches,No,No,1 year,1 year,813567027522
120999,Yes,15.6 inches,No,HDD,8 gigabytes,NVIDIA GeForce GTX 1050 Ti,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Lithium-ion,"Legion Y730 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB HDD",Lenovo,81HD001SUS,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,HDD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Discrete,Intel,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Yes,None,Lithium-ion,0.9 inches,14.2 inches,10.5 inches,Yes,No,1 year,1 year,193124680408
89999,Yes,14 inches,No,SSD,8 gigabytes,Other,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Pro,Lithium-polymer,"Modern 14"" Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",MSI,MODERN14459,Gray,Yes,14 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Other,Discrete,Intel,1.6 gigahertz,Intel 10th Generation Core i5,i5-10210U,Windows 10 Pro,Yes,None,Lithium-polymer,0.6 inches,12.7 inches,8.7 inches,Yes,No,1 year,1 year,824142196045
52599,Yes,15.6 inches,No,SSD,8 gigabytes,Intel HD Graphics 520,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,Lithium-polymer,"Latitude 15.6"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",Dell,E5570-31083,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel HD Graphics 520,Integrated,Intel,2.4 gigahertz,Intel 6th Generation Core i5,i5-6300U,Windows 10 Pro,Yes,None,Lithium-polymer,0.9 inches,14.8 inches,9.9 inches,Yes,No,1 year,1 year,825633447868
169999,Yes,15.6 inches,No,"SSD, HDD",16 gigabytes,NVIDIA GeForce GTX 1060,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,Lithium-ion,"15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB Hybrid Drive + 256GB SSD",Alienware,AWM15-7264SLV-PUS,Silver,Yes,15.6 inches,1920 x 1080 (Full HD),No,Widescreen LCD,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1060,Discrete,Intel,2.2 gigahertz,Intel 8th Generation Core i7,i7-8750H,Windows 10 Home,Yes,None,Lithium-ion,0.8 inches,14.3 inches,10.8 inches,No,No,1 year,1 year,884116314264
373899,Yes,17.3 inches,No,SSD,16 gigabytes,AMD Radeon Pro WX 4150,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro for Workstations,Lithium-ion,"Precision 17.3"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Dell,PRM7730SBR30,Gray,Yes,17.3 inches,1920 x 1080 (Full HD),No,LCD,SSD,16 gigabytes,DDR4 SDRAM,AMD Radeon Pro WX 4150,Discrete,Intel,2.6 gigahertz,Intel 8th Generation Core i7,i7-8850H,Windows 10 Pro for Workstations,Yes,None,Lithium-ion,1.2 inches,16.3 inches,10.8 inches,No,No,3 Years,3 Years,884116329640
269999,Yes,15.6 inches,No,SSD,16 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-polymer,"Omen X 2S by HP 15.6"" 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2080 - 1TB SSD",HP,15-DG0020NR,Black,Yes,15.6 inches,3840 x 2160 (4K),No,Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Yes,None,Lithium-polymer,0.8 inches,14.3 inches,10.3 inches,No,No,1 year,1 year,193808873577
139999,Yes,15.6 inches,Yes,SSD,16 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"Swift 5 15.6"" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Acer,SF51551T73TY,Silver,Yes,15.6 inches,1920 x 1080 (Full HD),Yes,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Yes,None,Lithium-polymer,0.6 inches,14.1 inches,9.1 inches,No,No,1 year,1 year,191114977835
179899,Yes,14 inches,Yes,SSD,8 gigabytes,Intel UHD Graphics 620,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Yoga 2-in-1 14"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",Lenovo,20QF000RUS,Silver,Yes,14 inches,1920 x 1080 (Full HD),Yes,LCD,SSD,8 gigabytes,LPDDR3,Intel UHD Graphics 620,Integrated,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Pro,Yes,None,Lithium-ion,0.61 inches,12.7 inches,8.58 inches,Yes,Yes,3 Years,3 Years,193386796602
74999,No,17.3 inches,No,"SSD, HDD",8 gigabytes,Other,1 gigahertz,Intel 10th Generation Core i5,i5-1035G1,Windows 10 Home,Lithium-ion,"Inspiron 17.3"" Laptop - Intel Core i5 - 8GB Memory - 1TB HDD + 128GB SSD",Dell,I3793-5657BLK-PUS,Black,No,17.3 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,Other,Integrated,Intel,1 gigahertz,Intel 10th Generation Core i5,i5-1035G1,Windows 10 Home,No,DVD-RW,Lithium-ion,1 inches,16.3 inches,11 inches,Yes,No,1 year,1 year,884116361657
169999,Yes,14 inches,No,SSD,16 gigabytes,NVIDIA GeForce GTX 1650,1.1 gigahertz,Intel 10th Generation Core i7,i7-10710U,Windows 10 Pro,Lithium-polymer,"Prestige 14"" 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 1TB SSD",MSI,PRESTIGE14021,Gray,Yes,14 inches,3840 x 2160 (4K),No,Widescreen LED,SSD,16 gigabytes,LPDDR3,NVIDIA GeForce GTX 1650,Discrete,Intel,1.1 gigahertz,Intel 10th Generation Core i7,i7-10710U,Windows 10 Pro,Yes,None,Lithium-polymer,0.6 inches,12.6 inches,8.5 inches,No,No,1 year,1 year,824142199350
181999,Yes,15.6 inches,No,SSD,16 gigabytes,NVIDIA GeForce RTX 2060,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Lithium-polymer,"15.6"" 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive",GIGABYTE,AERO 15 OLED WA-7US5130SP,Black,Yes,15.6 inches,3840 x 2160 (4K),No,Widescreen,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2060,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Pro,Yes,None,Lithium-polymer,0.8 inches,14 inches,9.8 inches,No,No,1 year,1 year,813567027393
104999,Yes,12 inches,No,SSD,8 gigabytes,Intel HD Graphics 515,1.2 gigahertz,Intel Core m5,m5-6Y54,Mac OS,Lithium-polymer,"MacBook 12"" Laptop - Intel Core m5 - 8GB Memory - 512GB Flash Storage - Pre-Owned",Apple,MLH82LL/AR,Space Gray,Yes,12 inches,2304 x 1440,No,Widescreen LED,SSD,8 gigabytes,LPDDR3,Intel HD Graphics 515,Integrated,Intel,1.2 gigahertz,Intel Core m5,m5-6Y54,Mac OS,Yes,None,Lithium-polymer,0.5 inches,11 inches,7.7 inches,Yes,No,Not Available,Not Available,740844197879
59599,No,14 inches,No,SSD,8 gigabytes,Intel HD Graphics 520,2.6 gigahertz,Intel 6th Generation Core i7,i7-6600U,Windows 10 Pro,Lithium-ion,"EliteBook 14"" Refurbished Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive",HP,840 G3-31481,Silver,No,14 inches,1366 x 768 (HD),No,Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,Intel HD Graphics 520,Integrated,Intel,2.6 gigahertz,Intel 6th Generation Core i7,i7-6600U,Windows 10 Pro,No,None,Lithium-ion,0.7 inches,13.3 inches,9.3 inches,Yes,No,1 year,1 year,825633471757
199999,Yes,17.3 inches,No,SSD,16 gigabytes,NVIDIA GeForce RTX 2080,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Lithium-ion,"OMEN by HP 17.3"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2080 - 512GB Solid State Drive",HP,17-CB0090NR,Black,Yes,17.3 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,16 gigabytes,DDR4 SDRAM,NVIDIA GeForce RTX 2080,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9750H,Windows 10 Home,Yes,None,Lithium-ion,1.1 inches,15.9 inches,11 inches,Yes,No,1 year,1 year,193905271825
109999,Yes,15.6 inches,No,"SSD, HDD",8 gigabytes,NVIDIA GeForce GTX 1050 Ti,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Lithium-ion,"ROG Strix Hero Edition 15.6"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB+8GB SSHD + 128GB SSD",ASUS,GL503GEES52,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,"SSD, HDD",8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Integrated,Intel,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Yes,None,Lithium-ion,0.9 inches,15.1 inches,10.3 inches,No,No,1 year,1 year,889349993552
257999,Yes,15.6 inches,No,SSD,32 gigabytes,NVIDIA GeForce GTX 1650,2.6 gigahertz,Intel 9th Generation Core i7,i7-9850H,Windows 10 Pro,Lithium-ion,"ThinkPad X1 Extreme 15.6"" Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce GTX 1650 - 512GB Solid State Drive",Lenovo,20QV0008US,Black,Yes,15.6 inches,1920 x 1080 (Full HD),No,LCD,SSD,32 gigabytes,DDR4,NVIDIA GeForce GTX 1650,Discrete,Intel,2.6 gigahertz,Intel 9th Generation Core i7,i7-9850H,Windows 10 Pro,Yes,None,Lithium-ion,0.72 inches,14.2 inches,9.67 inches,Yes,Yes,3 Years,3 Years,193638137672
27299,No,14 inches,No,HDD,8 gigabytes,Intel HD Graphics,2.5 gigahertz,Intel 2nd Generation Core i5,i5-2520M,Windows 10 Home,Lithium-ion,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 320GB Hard Drive",HP,8460PI525832010,Silver,No,14 inches,1366 x 768 (HD),No,Widescreen LED,HDD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.5 gigahertz,Intel 2nd Generation Core i5,i5-2520M,Windows 10 Home,No,,Lithium-ion,,,,No,No,18 months,18 months,812177027649
99999,Yes,15.6 inches,No,SSD,8 gigabytes,NVIDIA GeForce GTX 1050,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Lithium-polymer,"15.6"" Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 - 512GB SSD",MSI,PS63096,Gray,Yes,15.6 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,SSD,8 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050,Discrete,Intel,1.8 gigahertz,Intel 8th Generation Core i7,i7-8565U,Windows 10 Home,Yes,None,Lithium-polymer,0.6 inches,14.1 inches,9.2 inches,No,No,1 year,1 year,824142195512
9799,No,11.6 inches,No,eMMC,4 gigabytes,Intel HD Graphics,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Lithium-polymer,"N22 11.6"" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory - Preowned",Lenovo,N22-20.SD,Black,No,11.6 inches,1366 x 768 (HD),No,LCD,eMMC,4 gigabytes,DDR3L SDRAM,Intel HD Graphics,Integrated,Intel,1.6 gigahertz,Intel Celeron,N3060,Chrome OS,Yes,None,Lithium-polymer,0.9 inches,11.8 inches,8.4 inches,No,No,Not Available,Not Available,841631136337
20699,No,14 inches,No,eMMC,4 gigabytes,Intel UHD Graphics 600,1.1 gigahertz,Intel Celeron,N4000,Windows 10 Home in S mode,Lithium-polymer,"Swift 14"" Refurbished Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory",Acer,NX.GXGAA.007,Silver,No,14 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,eMMC,4 gigabytes,DDR4 SDRAM,Intel UHD Graphics 600,Integrated,Intel,1.1 gigahertz,Intel Celeron,N4000,Windows 10 Home in S mode,Yes,None,Lithium-polymer,0.6 inches,12.7 inches,9 inches,No,No,90 days,90 days,841631130076
44999,Yes,15.4 inches,No,HDD,4 gigabytes,NVIDIA GeForce,2.66 gigahertz,Intel Core2 Duo,,Mac OS X 10.6 Snow Leopard,Lithium-polymer,"MacBook Pro 15.4"" Pre-owned Laptop - Intel Core2 Duo - 4GB Memory - 320GB Hard Drive",Apple,MB985LL/A,Silver,Yes,15.4 inches,1440 x 900 (WXGA+),No,Widescreen LED,HDD,4 gigabytes,DDR3 SDRAM,NVIDIA GeForce,Discrete,Intel,2.66 gigahertz,Intel Core2 Duo,,Mac OS X 10.6 Snow Leopard,Yes,"CD-R, CD-RW, DVD+R, DVD+R DL, DVD+RW, DVD+RW DL, DVD-R, DVD-R DL, DVD-RW",Lithium-polymer,0.95 inches,14.35 inches,9.82 inches,Yes,Yes,90 Days,90 Days,643907573514
38699,No,14 inches,No,SSD,8 gigabytes,Intel HD Graphics,2.6 gigahertz,Intel 4th Generation Core i5,i5-4300M,Windows 10 Pro,Lithium-ion,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 480GB Solid State Drive",Dell,E6440-31254,Silver,No,14 inches,1366 x 768 (HD),No,Widescreen LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,2.6 gigahertz,Intel 4th Generation Core i5,i5-4300M,Windows 10 Pro,No,None,Lithium-ion,1.3 inches,13.3 inches,9.2 inches,Yes,No,1 year,1 year,825633457713
139999,Yes,17.3 inches,No,"SSD, HDD",16 gigabytes,NVIDIA GeForce GTX 1050 Ti,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Lithium-ion,"Legion Y730 17.3"" Gaming Laptop - Intel Core i5- 16GB Memory - NVIDIA GeForce GTX 1050 Ti - 1TB HDD + 128GB SSD",Lenovo,81HG001HUS,Black,Yes,17.3 inches,1920 x 1080 (Full HD),No,Full HD Widescreen LED,"SSD, HDD",16 gigabytes,DDR4 SDRAM,NVIDIA GeForce GTX 1050 Ti,Discrete,Intel,2.3 gigahertz,Intel 8th Generation Core i5,i5-8300H,Windows 10 Home,Yes,None,Lithium-ion,0.9 inches,16.2 inches,12 inches,Yes,No,1 year,1 year,193124686028
38299,No,14 inches,No,SSD,8 gigabytes,Intel HD Graphics,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Pro,Lithium-ion,"14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,ZBOOK 14-31191,Black,No,14 inches,1600 x 900 (HD+),No,Widescreen LED,SSD,8 gigabytes,DDR3 SDRAM,Intel HD Graphics,Integrated,Intel,1.9 gigahertz,Intel 4th Generation Core i5,i5-4300U,Windows 10 Pro,No,None,Lithium-ion,0.8 inches,13.3 inches,9.3 inches,Yes,No,1 year,1 year,825633455153
