"Price	Screen Size	Max Screen Resolution	Processor	RAM	Hard Drive	Graphics Coprocessor	Chipset Brand	Card Description	Wireless Type	Number of USB 2.0 Ports	Number of USB 3.0 Ports	Brand Name	Series	Item model number	Operating System	Item Weight	Product Dimensions	Item Dimensions L x W x H	Color	Processor Brand	Processor Count	Computer Memory Type	Flash Memory Size	Hard Drive Interface	Hard Drive Rotational Speed	Optical Drive Type	Batteries	Screen Resolution	Average Battery Life (in hours)	Hardware Platform	Rear Webcam Resolution	Power Source	Voltage	Memory Speed	California residents	Graphics Card Ram Size	National Stock Number	Package Dimensions	Audio-out Ports (#)	Battery Type",,,,,,
"$479.00	15.6 inches	1366 x 768	2.7 GHz AMD A Series	8 GB	512 GB SSD	amd	amd		802.11ac			Lenovo	Lenovo 15.6	NotAvailable	Windows 10	4.85 pounds	14.9 x 10.2 x 0.9 inches	14.9 x 10.2 x 0.9 inches		AMD	4	SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC										",,,,,,
"$56.99	7 inches	1920 x 1200	1.2 GHz Cortex	1 GB	8 GB	1080P			802.11b/g", 802.11bgn," 802.11b			BENEVE	Touch		Android	2 pounds			Blue		4		8 GB				1 Lithium Polymer batteries required. (included)			Android	5 MP	Corded-Electric"," Battery						12.3 x 7.5 x 2.1 inches		",,,
$1 ,"739.99			3.6 GHz Core i9	32 GB DDR4	1000 GB HDD 7200 rpm	NVIDIA GeForce GTX 1050Ti	NVIDIA	dedicated	802.11ac			Dell	XPS	8930	Windows 10 Home	22 pounds	14 x 7.1 x 15.2 inches	14.02 x 7.09 x 15.22 inches	Silver	Intel	8	DDR SDRAM		Serial ATA						PC				2666 MHz						",,,,,
"$538.00			2.4 GHz Intel Core i7	8 GB	256 GB	Intel HD Graphics 5500		integrated				WEIDIAN		NP05B-i7-5500U	Windows 10	5.95 pounds			CPU Intel Core i7 5500U	Intel	2	SODIMM		Solid State			1 Nonstandard Battery batteries required. (included)			PC								8.8 x 7.3 x 1.9 inches		",,,,,,
"$79.99	10.1 inches	1280 x 800		4 GB	64.00	MTk			802.11b/g", 802.11bgn," 802.11b			Ayaprak	Touch		Android 8.0 Oreo	2.5 pounds			Pink		4		16 GB				1 Lithium ion batteries required. (included)		5 hours	Android	5 MP	Battery						11.4 x 7.9 x 0.8 inches		",,,,
"$555.48	15.6 inches	1366 x 768	3.1 GHz AMD A Series	4 GB DDR4	256 GB SSD	AMD Radeon R5	amd		802.11ac			Lenovo	Lenovo	2019	Windows 10 Home	5.83 pounds	14.8 x 10 x 0.9 inches	14.8 x 10 x 0.9 inches	Black	AMD	2	SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required.		6 hours	PC	1.2 MP	Corded-Electric"," Battery								",,,,,
"$775.00	1 inches		3.2 GHz Intel Core i7	8 GB DDR4	256 GB Flash Memory Solid State			Integrated		2	6	Lenovo	Lenovo ThinkStation P330	30C7000MUS		15.55 pounds	2 x 4 x 8 inches	2 x 4 x 8 inches		Intel	6			Solid State	7200 RPM	DVD+RW										1 GB				",,,,,,
"$269.99			2.5 GHz Intel Celeron	8 GB	128 GB	Intel UHD Graphics 600		integrated				Beelink			Windows 10	1.56 pounds				Intel	4	GDDR4		USB						PC								7.9 x 5 x 2.4 inches		",,,,,,
$1 ,"399.99	0.01	1920 x 1080	8032	DDR4	Hybrid Drive		nvidia	Integrated			2	Acer	ACR-NX.VKLAA.001	ACR-NX.VKLAA.001		5.08 pounds					1		0.01	Serial ATA	0.01	No Optical Drive										0.01		19.1 x 12.7 x 2.7 inches		",,,,,
"$755.99	1 inches		3.2 GHz Intel Core i7	8 GB DDR3	1024 GB Mechanical Hard Drive			Integrated		2	3	Lenovo	ThinkCentre M720s	10ST001QUS		13.23 pounds	3.6 x 11.4 x 13.5 inches	3.64 x 11.44 x 13.52 inches	black	Intel	6			Serial ATA	7200 RPM	DVD+RW								2666 MHz		1 GB				",,,,,,
"$848.99	15.6 inches	1920 x 1080	1.8 GHz Core i5 8250U	8 GB DDR4	512 GB SSD	Graphics 620			802.11ac			Dell	Inspiron	FJY00001BUNDLED	Windows 10	5.07 pounds	15 x 10 x 0.8 inches	14.99 x 9.96 x 0.8 inches	Gray	Intel	4	SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)		4.5 hours	PC	7.2 MP	Corded-Electric"," Battery								",,,,,
"$114.99	11.5 inches		1.3 GHz	1 GB	32 GB							RCA	Galileo Pro		Android 6.0	1.76 pounds	9.5 x 7.5 x 1.2 inches	9.5 x 7.54 x 1.16 inches	Purple	Intel	4		32 GB				1 Lithium Polymer batteries required. (included)			Android		Corded-Electric"," Battery								",,,,,
"$947.73	14 inches	2560x1440 pixels	1.8 GHz Intel Core i7	8 GB A8	Flash Memory Solid State	NVIDIA GeForce MX150	NVIDIA	Dedicated			2	Lenovo	Lenovo Ideapad	81EU000JUS	Windows 10 Home	3.5 pounds	12.8 x 0.7 x 8.9 inches	12.76 x 0.65 x 8.86 inches	Onyx Black	Intel	4		256.0	PCIE x 16	1	No Optical Drive	1 Lithium Polymer batteries required. (included)		8 hours	PC						1				",,,,,,
"$717.99	0.01		3 GHz Intel Core i5	4 GB DDR4	500 GB Mechanical Hard Drive	Integrated Graphics		Integrated		4	5	Dell	Optiplex	OP7060SFF5PMPM	Windows 10 Professional	11.6 pounds	11.5 x 3.7 x 11.4 inches	11.5 x 3.7 x 11.4 inches		Intel	6		4.00	Serial ATA	7200 RPM	DVD+RW				Windows										",,,,,,
"$329.15	15.6 inches	1920x1080	1.1 GHz Pentium	4 GB	64 GB emmc	Intel Integrated Graphics	intel	integrated	802.11ac			ASUS	Chromebook	C523NA	Chrome OS	3.1 pounds	14.1 x 9.8 x 0.6 inches	14.1 x 9.8 x 0.61 inches		Intel	4	DDR4 SDRAM		eSATA			1 Lithium Polymer batteries required. (included)	1920x1080		PC										",,,,,,
"$337.41	15.6 inches	1366 x 768	2.2 GHz Intel Core i3	4 GB	256 GB SSD	Intel UHD Graphics 620	Intel	Integrated				Lenovo	Lenovo	Lenovo	Windows 10 Home	4.12 pounds	14.1 x 9.6 x 0.8 inches	14.1 x 9.6 x 0.76 inches		Intel	2	DDR4 SDRAM		Serial ATA				1366 x 768		PC										",,,,,,
"$759.99	11.6 inches	1366 x 768	8032	LPDDR3	flash_memory_solid_state	Core i5	Intel	Integrated			2	HP	HP ProBook	6SM34UT#ABA		3.17 pounds	8.1 x 11.8 x 0.8 inches	8.1 x 11.8 x 0.8 inches			1		256.00	Solid State	1 RPM	No Optical Drive														",,,,,,
"$229.99	11.6 inches	1366x768 pixels	2.6 GHz Intel Celeron	4 GB LPDDR4	32 GB Embedded MultiMediaCard	Intel UHD Graphics 600	Intel	Integrated	802.11g	1	3	ASUS	E203MA-DB02	E203MA-DB02	Windows 10 Home	2.2 pounds	11.3 x 7.6 x 0.7 inches	11.3 x 7.6 x 0.7 inches		Intel	2		32	Solid State	10000 RPM	No Optical Drive	1 Lithium ion batteries required. (included)													",,,,,,
"$759.00	13.3 inches		1.6 GHz Core i5 8250U	8 GB	256 GB flash_memory_solid_state	Intel UHD Graphics 620		Integrated				Lenovo	81JB0007US		Windows 10	5.17 pounds				Intel	2	DDR DRAM	256 GB	Solid State					10 hours	PC								15.3 x 11.7 x 4.6 inches		",,,,,,
"$629.99	15.6 inches		1.6 GHz Intel Core i5	8 GB	256 GB flash_memory_solid_state	Intel UHD Graphics 620	nvidia	Integrated	802.11ac			Acer	Aspire 5	Acer	Windows 10	4.85 pounds	1 x 1 x 1 inches	1 x 1 x 1 inches		Intel	4	DDR SDRAM	256 GB	ATA			1 Lithium Polymer batteries required. (included)			PC										",,,,,,
"$529.00	15.6 inches	1366 x 768	1.6 GHz Intel Core i5	8 GB	128 GB SSD	Intel UHD Graphics 620	Intel		802.11ac			Lenovo	Lenovo	Lenovo	Windows 10	3.96 pounds	14.1 x 9.7 x 0.7 inches	14.09 x 9.65 x 0.7 inches		Intel	4	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768		PC										",,,,,,
"$400.06	15.6 inches	1920 x 1080	1.6 GHz AMD A Series	8 GB	512 GB flash_memory_solid_state	ASUS	amd		802.11ac			ASUS	ASUS	NA	Windows 10	5.55 pounds			Gray	AMD	4	SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required. (included)			PC								19.8 x 11.7 x 2.5 inches		",,,,,,
"$969.95	13.3 inches	3840 X 2160	1.6 GHz Core i5 8250U	8 GB SDRAM	128 GB SSD	Intel UHD Graphics 620	Intel	Integrated	802.11ac			Dell	Dell XPS9370	DELL	Windows 10	2.68 pounds	11.9 x 7.8 x 0.5 inches	11.9 x 7.8 x 0.46 inches	Rose Gold with White Palmrest	Intel	4	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)	3840 X 2160		PC	1.2 MP	AC								",,,,,,
"$499.00	0.01		3.1 GHz Intel Core i3	4 GB DDR4	6 GB Mechanical Hard Drive	Intel HD Graphics		Integrated		2		ASUS		PB60-B3094ZD	Windows 10 Professional	3.97 pounds	6.9 x 1.4 x 6.9 inches	6.9 x 1.4 x 6.9 inches		Intel	1		4.00	Serial ATA	7200 RPM	None														",,,,,,
"$453.27	15.6 inches	1920 x 1080	2.7 GHz AMD A Series	12 GB	512 GB flash_memory_solid_state	AMD Radeon R7	amd	Dedicated	802.11ac			ASUS	VivoBook F510QA	VivoBook F510QA	Windows 10	5.7 pounds	14.2 x 10.1 x 0.8 inches	14.2 x 10.1 x 0.8 inches		Intel	4	DDR4 SDRAM		Solid State			1 Lithium ion batteries required. (included)	1920 x 1080		PC										",,,,,,
"$709.00	15.6 inches	1920x1080	2.7 GHz Intel Core i7	12 GB	512 GB flash_memory_solid_state	Intel UHD Graphics 620	intel	Integrated				Dell	Inspiron 5570		Windows 10	4.45 pounds	10.2 x 15 x 0.8 inches	10.15 x 14.96 x 0.78 inches		Intel	2	DDR4 SDRAM	512 GB	Serial ATA-300			1 Lithium ion batteries required.			PC										",,,,,,
"$599.99	14 inches	1920 x 1080 pixels	3.9 GHz Intel Core i3	8 GB DDR4	256 GB Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11a/g/n/ac"," Bluetooth	2	2	ASUS	VivoBook S412FA	S412FA-XB31	Windows 10 Pro	3.31 pounds	12.7 x 8.3 x 0.7 inches	12.7 x 8.3 x 0.7 inches		Intel	2	DDR4 SDRAM	256	Solid State	10000 RPM	No Optical Drive	1 Lithium ion batteries required. (included)			PC						8 GB				",,,,,
"$574.98	14 inches	1920 x 1080	1.6 GHz Core i5 8400	8 GB	256 GB SSD	Intel UHD Graphics 620	intel	Integrated				HP	HP Pavilion	6EH44UA	Windows 10	3.52 pounds	21 x 9 x 3 inches	21 x 9 x 3 inches	Silver	Intel	2	DDR DRAM	256 GB	Solid State			1 Lithium ion batteries required. (included)		9 hours	PC										",,,,,,
"$861.87	13.3 inches	1280 x 800 pixels	8032	DDR	flash_memory_solid_state		intel	Dedicated		1	1	HP	HP ProBook	5VD77UT		4.5 pounds	9.1 x 12.1 x 0.7 inches	9.1 x 12.1 x 0.7 inches			1		256.00	ATA-4	1	BD-R	1 12V batteries required.									1 GB				",,,,,,
"$499.00	15.6 inches	1920 x 1080	8032	A8	flash_memory_solid_state	Intel UHD Graphics 620	intel	Dedicated"," Integrated	802.11ac	1	1	Lenovo	Touch	0		3.96 pounds	14.1 x 9.6 x 0.7 inches	14.1 x 9.6 x 0.7 inches	grey		1		128.00	ATA-4	1	No Optical Drive	1 Lithium ion batteries required. (included)					Corded-Electric				1				",,,,,
"$679.00	23 inches		2.2 GHz Core i5-5200U	8 GB ddr3l	1 TB HDD 7200 rpm	Intel HD Graphics 5500		integrated	802.11b"," 802.11g	3		Lenovo	F0B100KWUS	F0B100KWUS	Windows 10 Home	14.79 pounds	22.2 x 2.1 x 15.2 inches	22.2 x 2.09 x 15.24 inches	White	Intel	2	DDR3 SDRAM		Serial ATA-600		DVD		1920x1080		Windows				1600 MHz						",,,,,
"$699.00	12.5 inches	1366 x 768	2.3 GHz Intel Core i3	8 GB SO-DIMM	256 GB SSD	Intel HD Graphics 520		Integrated	802.11abg			Lenovo	Yoga 260	Yoga 260	Windows 10 Home	2.9 pounds	12.2 x 0.7 x 8.6 inches	12.2 x 0.7 x 8.6 inches	Black	Intel	2	SODIMM	256 GB	ATA-3			1 Lithium ion batteries required.	1366x768		PC				2133 MHz						",,,,,,
"$327.66	15.6 inches	1366 x 768	2.9 GHz AMD A Series	4 GB	1 TB mechanical_hard_drive	AMD A9-9420	amd		802.11ac			Lenovo	Lenovo	Lenovo	Windows 10	4.19 pounds	14.9 x 10.2 x 0.9 inches	14.88 x 10.24 x 0.9 inches		AMD	2	SDRAM		Serial ATA			1 Lithium ion batteries required.			PC										",,,,,,
"$88.00	10.1 inches	1280 x 800	2 GHz	4 GB	64 GB	8			802.11b/g", 802.11bgn," 802.11b			MaiTai	Touch		Android 7.0 Nougat	1.87 pounds			Silver		8	DDR2 SDRAM	64 GB				1 Lithium Polymer batteries required. (included)		3 years	Android	8 MP	Corded-Electric"," Battery						11.3 x 8.9 x 2.5 inches		",,,
"$338.97	15.6 inches	1280 x 800 pixels	8032	DDR	mechanical_hard_drive	Intel UHD Graphics 620	intel	Integrated		2	1	Acer	Acer Aspire	NX.H37AA.001		4.63 pounds	15 x 10.3 x 0.8 inches	15.02 x 10.35 x 0.83 inches			2		1.00	PCIE x 4	1 RPM	BD-R	1 Lithium ion batteries required.									1 GB				",,,,,,
"$259.66	11.6 inches	1366 x 768	1.3 GHz Atom Z330	2 GB SDRAM DDR3	32 GB emmc	Intel HD Graphics	intel	Integrated				Smart-US	A116		Windows 10	3.1 pounds			Black	Intel	4	DDR3 SDRAM	64 GB	ATA					1 years	PC	300 MP							16.3 x 10.2 x 2 inches		",,,,,,
$1 ,"299.99	15.6 inches	1920 x 1080	8032	DDR	SSD	Intel UHD Graphics 620	Allwinner	Integrated		1	1	DYNABOOK	Tecra	A50-E1528	Windows 10 Pro	4.85 pounds					1	DDR4 SDRAM	512.00	ATA-4	1	BD-R	1 Lithium ion batteries required. (included)			PC						1 GB		16.7 x 13.9 x 2.4 inches		",,,,,
$1 ,"059.00	15.6 inches	1920 x 1080	2.2 GHz Intel Core i7	16 GB	256 GB SSD	NVIDIA GeForce GTX 1650	NVIDIA	dedicated	802.11ac			MSI	MSI	MSI	Windows 10 Home	8.37 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches		Intel	6	DDR4 SDRAM		Serial ATA				1920 x 1080		PC										",,,,,
"$159.99	10.1 inches	1920x1200	2.3 GHz MTK 8121	3 GB SDRAM DDR3	32 GB	MALI T880-MP4						ALLDOCUBE	M5S	T1006S	Android 8.0 Oreo	2.26 pounds	9.5 x 6.8 x 0.3 inches	9.5 x 6.76 x 0.34 inches		MTK	10	DDR3 SDRAM	32 GB					1920x1200	10 hours	PC	5 MP									",,,,,,
"$429.64	14 inches	1366 x 768	2.4 GHz Intel Core i3	8 GB	512 GB SSD	Intel HD Graphics 620	Intel	Integrated	802.11b/g", 802.11bgn," 802.11b			HP	HP	HP	Windows 10	3.15 pounds	12.8 x 8.9 x 0.8 inches	12.8 x 8.9 x 0.8 inches		Intel	2	DDR3 SDRAM	512 GB	Serial ATA			1 Lithium ion batteries required.	1366 x 768		PC										",,,,
$1 ,"479.99	1		3.6 GHz Ryzen 7 3700X	16 GB DDR4	2 TB Mechanical Hard Drive		AMD	Dedicated	802.11ac	4	6	CyberpowerPC	Gamer Supreme Liquid Cool	SLC10280CPGV2	Windows 10 Home	34.4 pounds	19.7 x 8.1 x 20.5 inches	19.7 x 8.1 x 20.5 inches	black	AMD	8	DDR4 SDRAM	512.00	Serial ATA-600	7200 RPM	None				PC				2400 MHz		8 GB				",,,,,
"$44.99	7 inches	1024 x 600	1.3 GHz	1 GB DDR3_SDRAM	8 GB	Quad-Core Processing			802.11b/g", 802.11bgn," 802.11b			Kocaso	Touch		Android 4.4 KitKat	10.6 ounces			Black	allwinner	1	DDR3 SDRAM	8 GB						3 hours	Android	2 MP	Battery						9 x 5.9 x 1.9 inches		",,,,
"$345.00	14 inches	1920x1080	1.1 GHz core_m	4 GB DDR3	128 GB flash_memory_solid_state	Intel UHD Graphics 615	intel		802.11ac	1		ASUS	ASUS	ImagineBook 14	Windows 10 S	3.55 pounds	13.2 x 8.9 x 0.7 inches	13.2 x 8.9 x 0.7 inches	Textured White	Intel	2	DDR3 SDRAM		Solid State			1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery								",,,,,,
"$311.48	15.6 inches		1.1 GHz	4 GB DDR3	1 TB NA		Intel	Integrated	802.11ac	1		Lenovo	NA	81DE00T0US	Windows 10 Home	4.85 pounds	10.2 x 14.9 x 0.9 inches	10.24 x 14.89 x 0.9 inches	red	Intel	1	DDR4 SDRAM		Serial ATA	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)		5 hours	PC										",,,,,,
"$65.99	10 inches	1280 x 800	1.3 GHz	1 GB DDR3_SDRAM	16 GB	mtk			802.11b/g", 802.11bgn," 802.11b			Ayaprak			Android 6.0 Marshmallow	1.9 pounds			Black		4	DDR3 SDRAM	16 GB				1 Lithium ion batteries required. (included)			Android	500 MP	Corded-Electric"," Battery						11.5 x 8 x 2.2 inches		",,,
"$829.00			3.4 GHz Intel Core i5	32 GB ddr4_sdram	256 GB SSD	Intel HD Graphics 630		integrated				HP	EliteDesk	800 G3	Windows 10 Professional	2.67 pounds	7 x 1.4 x 6.9 inches	6.97 x 1.35 x 6.88 inches		Intel	4	DDR SDRAM		Solid State						PC										",,,,,,
$1 ,"429.36			4.6 GHz Intel Core i7	32 GB DDR4	3000 GB SSD + HDD 7200 rpm	NVIDIA GeForce GTX 1050 Ti	Intel	dedicated	802.11ac			Dell	XPS Tower 8930	XPS 8930	Windows 10 Home	22 pounds	12.8 x 9.2 x 0.7 inches	12.8 x 9.2 x 0.7 inches	Black	Intel	1	DDR SDRAM		Solid State		DVD-RW				PC				2666 MHz						",,,,,
"$649.97	15.6 inches		2 GHz AMD R Series	8 GB	1512 GB Hybrid	AMD Radeon Vega 8	amd		802.11ac			Dell	Dell Inspiron	NotAvailable	Windows 10	6.6 pounds			Silver	AMD	4	SDRAM	512 GB	Serial ATA						PC								19.5 x 13.6 x 3.1 inches		",,,,,,
$1 ,"525.75			3 GHz Intel Core i7	16 GB	1 TB	NVIDIA GeForce RTX 2070		dedicated				HP			Windows Home 10	28.3 pounds			black	Intel		DDR DRAM		Serial ATA						PC								20.1 x 19.1 x 11.6 inches		",,,,,
"$612.33	0.1		8032	ddr4_sdram	flash_memory_solid_state	Intel UHD Graphics 630		Integrated		1		Lenovo	NA	90HV001VUS		16.3 pounds	11.2 x 5.7 x 14.4 inches	11.2 x 5.7 x 14.4 inches	black		1		128.00	Serial ATA	0.01	DVD-W														",,,,,,
"$149.99			1.92 GHz Intel Atom	4 GB ddr3_sdram	64 GB	Intel HD Graphics 400		integrated				HIRUNS		BT3 PRO II	Windows 10	1.2 pounds			BT3 PRO II 4+64G	Intel	4	DDR5 SDRAM	128 GB	Ethernet 100Base-TX						PC								5.4 x 5.1 x 3.6 inches		",,,,,,
"$165.00	11.6 inches	1366 x 768	1.6 GHz AMD A6	4 GB	64 GB emmc		amd	integrated	802.11bgn			Dell	Dell Inspiron		Windows 10	4.12 pounds				AMD	1	DDR DRAM	64 GB	Ethernet						PC								16 x 10.6 x 3 inches		",,,,,,
"$320.57	15.6 inches	1366 x 768	2.6 GHz AMD A Series	8 GB SDRAM	500 GB HDD 5400 rpm	AMD Radeon R4 Graphics	amd		802.11ac			Lenovo	IdeaPad S145	LENOVO	Windows 10	4.08 pounds	14.3 x 9.9 x 0.8 inches	14.3 x 9.9 x 0.8 inches	Black	AMD	2	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1366 x 768	5.5 hours	PC	1.2 MP	AC & Battery								",,,,,,
$1 ,"122.99	15.6 inches		2.5 GHz 8032	4 GB	500 GB HDD 7200 rpm		Intel	integrated	802.11g			Lenovo	ThinkPad T580	20L90047US		4.3 pounds	20.5 x 13 x 3 inches	20.5 x 13 x 3 inches	Charcoal Black	Intel	2				7200.00		100 Lithium ion batteries required. (included)	1920x1080				AC & Battery								",,,,,
"$649.00	15.6 inches	1920 x 1080	1.6 GHz Core i5 8250U	8 GB DDR4	512 GB SSD	NVIDIA GeForce MX130	nvidia	dedicated	802.11ac			Lenovo	Lenovo Flex	15	Windows 10	6.35 pounds	14.3 x 9.7 x 0.8 inches	14.33 x 9.72 x 0.75 inches	Platinum Grey	Intel	4	DDR4 SDRAM		Solid State				1920 x 1080		PC		AC & Battery								",,,,,,
"$695.10	15.6 inches	1920 x 1080	1.6 GHz Intel Core i5	8 GB	256 GB SSD	Intel UHD Graphics 620		Integrated				HP	HP Envy	5XK46UA	Windows 10	4.52 pounds			Silver	Intel	2	DDR4 SDRAM	256 GB	Solid State			1 A batteries required. (included)	1920 x 1080 (Full HD)		PC								20.7 x 12.1 x 2.7 inches		",,,,,,
"$889.00	15.6 inches	1920 x 1080	2.4 GHz Intel Core i5	24 GB SDRAM DDR4	1 TB SSD	Intel UHD Graphics 520	intel		802.11ac			Lenovo	ThinkPad	T470	Windows 10	4.5 pounds	14.4 x 9.9 x 0.8 inches	14.4 x 9.9 x 0.78 inches	Black	Intel	2	DDR4 SDRAM		Solid State				1920 x 1080		PC		AC & Battery								",,,,,,
"$669.80	13.3 inches	1920 x 1080	1.6 GHz Intel Core i5	8 GB DDR4	256 GB SSD	Intel HD Graphics 620		Integrated	802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a			Dell	i7373-5558GRY-PUS	Dell Inspiron	Windows 10	4 pounds	21 x 9 x 3 inches	21 x 9 x 3 inches	Era Gray	Intel	4	SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required.			PC										",,,
"$789.99	13.5 inches		8032	DDR4	Flash Memory Solid State		Intel	Integrated		2		Acer	Acer Chromebook	NX.EFJAA.002		3.31 pounds	9.7 x 12.2 x 0.7 inches	9.7 x 12.2 x 0.7 inches			1		64.00	Serial ATA	0.01 RPM	No Optical Drive										0.01 GB				",,,,,,
"$399.00	15.6 inches	1366x768 pixels	2.5 GHz AMD A Series	12 GB DDR4	1000 GB SATA	AMD Radeon R5	AMD Radeon R5 Graphics	Integrated	802.11ac	2	1	Lenovo	80ST001NUS	80ST001NUS	Windows 10	4.84 pounds	14.9 x 0.9 x 10.2 inches	14.92 x 0.9 x 10.24 inches	Black	AMD	4	SDRAM		Serial ATA	5400 RPM	DVD+RW	1 Lithium Polymer batteries required. (included)	1366x768	5 hours	PC									1	",,,,,,
"$169.99	14 inches	1366x768	1.6 GHz AMD A6	4 GB DDR4	64 GB SSD	AMD Radeon R4		Dedicated	802.11ac			Lenovo	Ideapad	1	Windows 10	4.69 pounds	12.9 x 9.3 x 0.8 inches	12.9 x 9.3 x 0.8 inches	Platinum Gray	AMD	2	DDR4 SDRAM		Solid State				1366x768		PC		AC & Battery								",,,,,,
"$177.01	11.6 inches	1366 x 768	2.4 GHz AMD A6	4 GB	64 GB emmc		Intel					Inspirons	Dell		Windows 10	3.22 pounds	11.5 x 0.8 x 8 inches	11.48 x 0.82 x 7.95 inches		AMD	2	DDR4 SDRAM	64 GB	Solid State			1 Lithium ion batteries required. (included)			PC		AC & Battery								",,,,,,
"$729.89		1920 x 1080	2 GHz Ryzen 5 Pro 1600	8 GB	500 GB SSD	Radeon Vega	AMD					HP	Elitebook 745 G5	5FF89US#ABA	Windows 10	5 pounds			Silver and Black	AMD	4	DDR SDRAM					1 Lithium ion batteries required. (included)	1920x1080		PC		AC & Battery						18.8 x 12 x 3 inches		",,,,,,
"$859.99	14 inches	1920 x 1080	8032	DDR3	flash_memory_solid_state		intel	Integrated			2	Lenovo	Lenovo Thinkpad	20Q5001QUS		5.85 pounds					1		256.00	Solid State	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)						120 volts					17.5 x 11.5 x 3 inches		",,,,,,
"$659.00	17.3 inches	1920 x 1080	1.6 GHz Intel Core i5	8 GB	128 GB SSD	AMD Radeon 520 2GB	AMD					Dell	Dell	Dell	Windows 10 Home	6.16 pounds	16.4 x 11 x 1 inches	16.35 x 10.99 x 0.98 inches		Intel	4	DDR4 SDRAM		Serial ATA			1 Lithium ion batteries required.	1920 x 1080		PC										",,,,,,
"$408.99	15.6 inches	1920 x 1080	2.7 GHz AMD A Series	8 GB	128 GB flash_memory_solid_state	AMD Radeon R7	amd	Dedicated	802.11ac			ASUS	VivoBook F510QA	VivoBook F510QA	Windows 10	5.5 pounds	14.2 x 10.1 x 0.8 inches	14.2 x 10.1 x 0.8 inches		Intel	4	DDR4 SDRAM	128 GB	Solid State			1 Lithium ion batteries required. (included)	1920 x 1080		PC										",,,,,,
"$890.00	12.3 inches	2736x1824	1.6 GHz Intel Core i5	8 GB LPDDR3_SDRAM	128 GB SSD	Intel HD Graphics 620	Intel		802.11abg", 802.11a/b/g/n/ac, 802.11a/b/g/n," 802.11a			Microsoft		NA	Windows 10 Home	1.7 pounds	11.5 x 7.9 x 0.3 inches	11.5 x 7.9 x 0.3 inches	Black	Intel	4	SDRAM	256 GB	Serial ATA			1 Lithium ion batteries required.	2736x1824	13.5 hours	PC	8 MP	AC & Battery								",,,
"$106.80	11.5 inches	1024 x 600	1.3 GHz Intel Atom	1 GB SDRAM DDR3	32 GB SSD	integrated intel hd graphics	Intel			1		RCA	Galileo Pro 11	Galileo Pro 11	Android 6.0	1.27 pounds	11.8 x 7.5 x 1.2 inches	11.81 x 7.54 x 1.16 inches	Pink		4	DDR SDRAM	32 GB	Solid State			1 Lithium Polymer batteries required.	1024 x 600	6 hours	PC	2 pixels	Corded-Electric"," Battery								",,,,,
$1 ,"399.99	15.6 inches	1920x1080 pixels	2.2 GHz 1.2GHz Cortex A8 Processor	16 GB DDR4	Flash Memory Solid State	NVIDIA® GeForce® GTX 1060 Graphics with GDDR5	NVIDIA	Dedicated		1	2	Samsung	NP850XAC-X01US	NP850XAC-X01US	Windows 10 Home	5.29 pounds	14.8 x 0.7 x 10 inches	14.79 x 0.7 x 10.04 inches	Titan Silver	Intel	6		256.0	ATA-4	1 RPM	No Optical Drive	1 Lithium ion batteries required. (included)									0.01 GB				",,,,,
$2 ,"049.99	14 inches	2560 x 1440 pixels	1.9 GHz Intel Core i7	16 GB DDR4	Flash Memory Solid State	Intel UHD Graphics 620	Intel	Integrated	802.11abg			Lenovo	Lenovo ThinkPad T480s 20L70029US Notebook	20L70029US	Windows 10 Pro	2.91 pounds	13 x 8.9 x 0.7 inches	13 x 8.9 x 0.7 inches	Silver	Intel	4		512.0	Solid State	2 RPM	No Optical Drive	1 Lithium ion batteries required. (included)		6 hours	Windows		AC & Battery	120 volts	2400 MHz						",,,,,
"$579.79			2.8 GHz Core i5 8400	8 GB DDR4	1000 GB Mechanical Hard Drive	Intel UHD Graphics 630		Integrated		2	6	Lenovo	IdeaCentre	90HV0001US	Windows 10 Home	12.7 pounds	5.7 x 11.2 x 14.4 inches	5.7 x 11.2 x 14.4 inches		Intel	1				7200 RPM	DVD+RW				PC										",,,,,,
"$499.99	15.6 inches		2.2 GHz Intel Core i5	6 GB	1000 GB	Intel UMA Graphics	intel					ASUS	FBA_X555L-BHI5N12	FBA_X555L-BHI5N12	Windows 10	6.55 pounds				Intel	2	DDR3 SDRAM					1 Lithium ion batteries required.		5 hours	PC								19.9 x 11.7 x 2.7 inches		",,,,,,
